databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	faction	subtitle	cost	requires	provides	fighting	power	body	rarity	designators	text
criticalshift_feral_regression_cs	Feral Regression	shadowfist/critical-shift/Shadowfist-CriticalShift-FeralRegression.jpg	default	State	Critical Shift	criticalshift	playerNDeck	Ascended	State	1	{asc}{asc}					Uncommon	feral regression	Subject Character's rules text is blank. It gains +X Fighting if it is <Lodge> or <Transformed>. X= the number of {asc} resources required and provided by subject.
criticalshift_flambards_cs	Flambards	shadowfist/critical-shift/Shadowfist-CriticalShift-Flambards.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Four Monarchs	Fire Secret Society	3	{mon}	{mon}{chi}	4			Common	flambards fire secret society	When this card enters or leaves play, inflict 1 damage on all opponents' Sites.
criticalshift_floating_teeth_cs	Floating Teeth	shadowfist/critical-shift/Shadowfist-CriticalShift-FloatingTeeth.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Four Monarchs	Darkness Horrors	3	{mon}	{mon}	4			Common	floating tooth darkness horror	When you sacrifice a Character, this card gains +1 Fighting until it leaves play.
criticalshift_forgotten_temple_cs	Forgotten Temple	shadowfist/critical-shift/Shadowfist-CriticalShift-ForgottenTemple.jpg	default	Site	Critical Shift	criticalshift	playerNDeck	Feng Shui Site	Feng Shui Site					1	7	Uncommon	forgotten temple	Limited. Turn at the end of any opponent's turn in which at least one card you own was smoked :: Gain 1 Power.
criticalshift_freelance_platoon_cs	Freelance Platoon	shadowfist/critical-shift/Shadowfist-CriticalShift-FreelancePlatoon.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Ascended	Abandoned Pledged Agents	2	{asc}	{asc}	2			Common	freelance platoon abandoned pledged agent	Stealth. When this card damages the target of its attack, you may draw a card.
criticalshift_frenzy_engine_cs	Frenzy Engine	shadowfist/critical-shift/Shadowfist-CriticalShift-FrenzyEngine.jpg	default	State	Critical Shift	criticalshift	playerNDeck	Architects of the Flesh	Arcanowave State	1	{arc}{tek}					Uncommon	frenzy engine arcano wave	Play on a Site. When you declare attackers, any that were at this location gain +1 damage until the end of the attack.
criticalshift_gathering_the_fire_cs	Gathering the Fire	shadowfist/critical-shift/Shadowfist-CriticalShift-GatheringTheFire.jpg	default	Event	Critical Shift	criticalshift	playerNDeck	Four Monarchs	Event	1	{mon}					Common	gathering fire	Inflict X damage on target card. X= the number of <Fire> cards in play.
criticalshift_general_gog_cs	General Gog	shadowfist/critical-shift/Shadowfist-CriticalShift-GeneralGog.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Architects of the Flesh	Abomination Mastermind	5	{arc}{arc}{arc}{tek}	{arc}	9			Rare	general gog abomination mastermind	Unique. Tactics. Once per turn when this card uses Tactics, you may unturn it, and the attack is considered to be a success.
criticalshift_geoffrey_smythe_cs	Geoffrey Smythe	shadowfist/critical-shift/Shadowfist-CriticalShift-GeoffreySmythe.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Architects of the Flesh	Cultist Traitor	2	{arc}{arc}{arc}	{arc}{pur}{mag}	3			Rare	geoffrey smythe cultist traitor	Unique. Turn :: Turn target Site, inflict 1 damage on it, and cancel it until the end of the turn.
criticalshift_habbakuk_cs	Habbakuk	shadowfist/critical-shift/Shadowfist-CriticalShift-Habbakuk.jpg	default	Site	Critical Shift	criticalshift	playerNDeck	Ascended	Floating Feng Shui Site	3	{asc}{asc}{asc}	{asc}		1	7	Rare	habbakuk floating	Unique. All <Lodge> Characters you control gain +2 Fighting. Turn :: Draw 3 cards.
criticalshift_harbinger_cs	Harbinger	shadowfist/critical-shift/Shadowfist-CriticalShift-Harbinger.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Four Monarchs	Secret Herald of the Fire King	5	{mon}{mon}	{mon}{chi}{tek}	9			Rare	harbinger secret herald fire king	Unique. Play only if you control a <Secret> card. When this card enters combat, inflict 2 damage on every card it is in combat with.
criticalshift_haunted_cs	Haunted	shadowfist/critical-shift/Shadowfist-CriticalShift-Haunted.jpg	default	State	Critical Shift	criticalshift	playerNDeck	Eaters of the Lotus	Ghost State	0	{lot}					Common	haunted ghost	All damage inflicted on subject card is increased by 1. You may Reload this card when subject is smoked.
criticalshift_hirake_kazuko_cs	Hirake Kazuko	shadowfist/critical-shift/Shadowfist-CriticalShift-HirakeKazuko.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Syndicate	Corporate Mastermind	3	{syn}{syn}{syn}{syn}	{syn}	3			Rare	hirake kazuko corporate mastermind	Unique. Influence: 4. Turn and maintain :: Take control of target non-Unique Character.
criticalshift_hit_squad_cs	Hit Squad	shadowfist/critical-shift/Shadowfist-CriticalShift-HitSquad.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Ascended	Violent Gangsters	1	{asc}	{asc}	1			Common	hit squad violent gangster	Turn :: Turn target Character.
criticalshift_homicide_detective_cs	Homicide Detective	shadowfist/critical-shift/Shadowfist-CriticalShift-HomicideDetective.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Dragons	Jaded Cop	4	{dra}{dra}	{dra}	6			Uncommon	homicide detective jaded cop	Cannot be intercepted by Characters whose Fighting is less than the number of cards in their controller's hand. Once per turn, you may pay 1 Power :: All players draw 3 cards.
criticalshift_hot_zone_cs	Hot Zone	shadowfist/critical-shift/Shadowfist-CriticalShift-HotZone.jpg	default	Site	Critical Shift	criticalshift	playerNDeck	Unaligned	Wasteland Site	2				1	4	Uncommon	hot zone wasteland	Turn and maintain :: Cancel target Site.
criticalshift_howling_for_blood_cs	Howling for Blood	shadowfist/critical-shift/Shadowfist-CriticalShift-HowlingForBlood.jpg	default	Event	Critical Shift	criticalshift	playerNDeck	Architects of the Flesh	Event	1	{arc}					Common	howling blood	Play during an attack :: Target Character gains +X damage and Toughness: X until the end of the attack. X= 1, or 2 if target is an <Abomination>.
criticalshift_hydroponic_garden_cs	Hydroponic Garden	shadowfist/critical-shift/Shadowfist-CriticalShift-HydroponicGarden.jpg	default	Site	Critical Shift	criticalshift	playerNDeck	Feng Shui Site	Martian Feng Shui Site					1	7	Common	hydroponic garden martian	When an opponent seizes or burns this card, gain 1 Power and you may play a Feng Shui Site face-up at no cost.
criticalshift_ice_blessing_cs	Ice Blessing	shadowfist/critical-shift/Shadowfist-CriticalShift-IceBlessing.jpg	default	Event	Critical Shift	criticalshift	playerNDeck	Four Monarchs	Event	0	{mon}	{mag}				Common	ice blessing	Limited. Heal one or two cards controlled by opponents and gain 1 Power per card chosen. (You cannot heal undamaged cards.)
criticalshift_ice_carvers_cs	Ice Carvers	shadowfist/critical-shift/Shadowfist-CriticalShift-IceCarvers.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Four Monarchs	Netherworld Mystics	1	{mon}	{mon}{mag}	1			Common	ice carver netherworld mystic	You may remove 1 damage from a card you control at the end of each turn.
criticalshift_impossible_men_cs	Impossible Men	shadowfist/critical-shift/Shadowfist-CriticalShift-ImpossibleMen.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Purists	Self-Made Paradoxes	4	{pur}{pur}{mag}	{pur}	6			Uncommon	impossible man self made paradox	When this card turns to attack, you may immediately turn 1 card controlled by each opponent.
criticalshift_improvised_weapons_cs	Improvised Weapons	shadowfist/critical-shift/Shadowfist-CriticalShift-ImprovisedWeapons.jpg	default	State	Critical Shift	criticalshift	playerNDeck	Unaligned	State	1						Common	improvised weapon	Weapon. Enters play with 1 counter. When subject Character enters combat, place a counter on this card. Subject Character inflicts +X damage. X= the number of counters.
criticalshift_inside_man_cs	Inside Man	shadowfist/critical-shift/Shadowfist-CriticalShift-InsideMan.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Syndicate	Connected Hood	4	{syn}{syn}	{syn}	5			Uncommon	inside man connected hood	Turn X Influence :: This card gains +X Fighting until the end of the turn.
criticalshift_iron_hands_ma_cs	Iron Hands Ma	shadowfist/critical-shift/Shadowfist-CriticalShift-IronHandsMa.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Guiding Hand	Rebel Martial Artist	2	{han}{han}	{han}	2			Uncommon	iron hand ma rebel martial artist	Unique. Toughness: 1. +3 damage to Characters.
criticalshift_jigsaw_beast_cs	Jigsaw Beast	shadowfist/critical-shift/Shadowfist-CriticalShift-JigsawBeast.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Architects of the Flesh	Modular Abomination	X	{arc}{arc}{arc}	{arc}{tek}	1			Uncommon	jigsaw beast modular abomination	Unique. Ambush. Reload: Sacrifice a {tek} Character. +X Fighting. X must be at least 1.
criticalshift_julienne_wong_cs	Julienne Wong	shadowfist/critical-shift/Shadowfist-CriticalShift-JulienneWong.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Dragons	Political Mastermind	4	{dra}{dra}	{dra}	6			Rare	julienne wong political mastermind	Unique. Toughness: 1 for each different faction resource in your pool.
criticalshift_junior_executive_cs	Junior Executive	shadowfist/critical-shift/Shadowfist-CriticalShift-JuniorExecutive.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Syndicate	Corporate Agent	1	{syn}	{syn}	1			Common	junior executive corporate agent	Influence: 2
criticalshift_kamikaze_cosmonauts_cs	Kamikaze Cosmonauts	shadowfist/critical-shift/Shadowfist-CriticalShift-KamikazeCosmonauts.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Jammers	Outer-Space Saboteurs	1		{jam}	1			Common	kamikaze cosmonaut outer space saboteur	When this card turns to attack a Site, immediately turn that Site.
criticalshift_keeper_of_echoes_cs	Keeper of Echoes	shadowfist/critical-shift/Shadowfist-CriticalShift-KeeperOfEchoes.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Purists	Recursive Spirit	3	{pur}{pur}	{pur}{mag}	1			Rare	keeper echo recursive spirit	Unique. +X Fighting. You may immediately discard up to two cards when this card enters play. X= the total cost of those cards.
criticalshift_lagrange_four_cs	LaGrange Four	shadowfist/critical-shift/Shadowfist-CriticalShift-LaGrangeFour.jpg	default	Site	Critical Shift	criticalshift	playerNDeck	Feng Shui Site	Orbital Feng Shui Site					1	4	Rare	la grange four orbital	Unique. Turn :: Unturn target non-attacking Character.
criticalshift_lenny_wu_cs	Lenny Wu	shadowfist/critical-shift/Shadowfist-CriticalShift-LennyWu.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Dragons	Martial Artist Cop	3	{dra}{dra}	{dra}{chi}	4			Uncommon	lenny wu martial artist cop	Unique. When this card enters combat with a Character, that Character gains -1 Fighting until the end of the turn.
criticalshift_li_han_cs	Li Han	shadowfist/critical-shift/Shadowfist-CriticalShift-LiHan.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Dragons	Kung Fu Prodigy	3	{dra}{dra}	{dra}{chi}	2			Rare	li han kung fu prodigy	Unique. Guts. +1 Fighting for each {dra} Character in play.
criticalshift_lightning_strike_cs	Lightning Strike	shadowfist/critical-shift/Shadowfist-CriticalShift-LightningStrike.jpg	default	Event	Critical Shift	criticalshift	playerNDeck	Four Monarchs	Thunder Event	2	{mon}{mon}					Uncommon	lightning strike thunder	Each Character at target location takes damage equal to its cost.
criticalshift_malloc_cs	malloc()	shadowfist/critical-shift/Shadowfist-CriticalShift-Malloc.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Dragons	Resurrected Hacker	4	{dra}{dra}{dra}	{dra}{tek}	6			Rare	malloc resurrected hacker	Unique. Toughness: 1. Once during your Main Shot, you may choose a resource :: All non-Event cards that require or provide that resource have their rules text blanked until the end of the turn.
criticalshift_mars_colonist_cs	Mars Colonist	shadowfist/critical-shift/Shadowfist-CriticalShift-MarsColonist.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Syndicate	Expendable Student	1		{syn}{chi}	1			Common	mar colonist expendable student	
criticalshift_master_yuen_cs	Master Yuen	shadowfist/critical-shift/Shadowfist-CriticalShift-MasterYuen.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Guiding Hand	Teacher of the Red Principle	3	{han}{han}	{han}{chi}	4			Rare	master yuen teacher red principle	Unique. Toughness: 1. Turn two Sites you control :: Target {chi} Character gains Superleap until the end of the turn.
criticalshift_melting_flesh_squad_cs	Melting Flesh Squad	shadowfist/critical-shift/Shadowfist-CriticalShift-MeltingFleshSquad.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Architects of the Flesh	Unruly Abominations	3	{arc}{arc}	{arc}	5			Uncommon	melting flesh squad unruly abomination	Guts. Cannot turn to attack unless another {arc} Character with a different title is also attacking.
criticalshift_ming_is_chosen_cs	Ming I's Chosen	shadowfist/critical-shift/Shadowfist-CriticalShift-MingIsChosen.jpg	default	State	Critical Shift	criticalshift	playerNDeck	Four Monarchs	Darkness State	2	{mon}{mon}					Uncommon	ming i chosen darkness	Schtick. Subject Character gains +X Fighting. Toast subject at the end of your turn if it did not attack that turn. X= the number of Characters controlled by opponents.
criticalshift_mistress_of_blotted_moonlight_cs	Mistress of Blotted Moonlight	shadowfist/critical-shift/Shadowfist-CriticalShift-MistressOfBlottedMoonlight.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Four Monarchs	Darkness Spirit	8	{mon}{mon}{mon}{mag}	{mon}{mag}	9			Rare	mistress blotted moonlight darkness spirit	Unique. Play at -X cost. X= the number of Power-generating Sites you control. Inflict 3 damage on a Power-generating Site you control :: Cancel an Event that targets this card.
criticalshift_moon_base_cs	Moon Base	shadowfist/critical-shift/Shadowfist-CriticalShift-MoonBase.jpg	default	Site	Critical Shift	criticalshift	playerNDeck	Feng Shui Site	Feng Shui Site					1	7	Common	moon base	Turn :: Inflict 1 damage on target attacker.
criticalshift_muscle_car_cs	Muscle Car	shadowfist/critical-shift/Shadowfist-CriticalShift-MuscleCar.jpg	default	State	Critical Shift	criticalshift	playerNDeck	Dragons	Homemade Tank State	2	{dra}					Uncommon	muscle car homemade tank	Vehicle. Subject Character gains +3 Fighting and Guts.
criticalshift_mystical_cosine_cs	Mystical Cosine	shadowfist/critical-shift/Shadowfist-CriticalShift-MysticalCosine.jpg	default	Edge	Critical Shift	criticalshift	playerNDeck	Purists	Edge	0	{pur}{pur}					Uncommon	mystical cosine	Play under the control of any player. You must play with your hand face-up. When an attack against you succeeds, the player to your left takes control of this card.
criticalshift_nanovirus_cs	Nanovirus	shadowfist/critical-shift/Shadowfist-CriticalShift-Nanovirus.jpg	default	State	Critical Shift	criticalshift	playerNDeck	Architects of the Flesh	State	0	{arc}{arc}					Common	nanovirus	Subject Character cannot be healed. Inflict 2 damage on subject at the start of its controller's turn.
criticalshift_new_recruits_cs	New Recruits	shadowfist/critical-shift/Shadowfist-CriticalShift-NewRecruits.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	Architects of the Flesh	Netherworld Soldiers	2	{arc}	{arc}	2			Common	new recruit netherworld soldier	Choose a designator when this card enters play. All <Soldier> Characters have Toughness: 1 against Characters with that designator.
criticalshift_noriko_watson_cs	Noriko Watson	shadowfist/critical-shift/Shadowfist-CriticalShift-NorikoWatson.jpg	default	Character	Critical Shift	criticalshift	playerNDeck	High Tech	Razor Girl	4	{tek}{tek}	{tek}	4			Promo	noriko watson razor girl	Unique. Ambush. +2 damage to Sites. While intercepting, this card inflicts its combat damage at the same time an attacker with Ambush would.
