cardid,name,cost,color,threshold,type,traits,unique,faction,text,attack,defense,setcode,source,rarity,pve,aionly,socketed,number,block,released,ingame,original,aaprint,reprint,aa,version,banned,notcollectable,artist,guid
845,Goremaster,3,R,R,Troop,Orc Cleric,0,Ardent,"When you gain a charge, this gets +X[ATK]/+0[DEF] this turn, where X is this troop's [ATK].",1,3,tournaments,VIP Tournament,p,0,0,0,0,0,1,1,811,0,0,1,0,,0,Piotr Arendzikowski,7febaf85-bd78-400b-b5ee-042777b10b9e
846,Azurefate Sorceress,4,S,S,Troop,Human Mage,0,Ardent,"<b>SOCKETABLE MAJOR<p>SOCKETABLE MINOR</b><p><p><b>Inspire</b> - As another troop with cost equal to or greater than this troop's cost enters play under your control, that troop gets all socketed powers of this.",2,2,wheel2,,p,0,0,21,0,0,1,1,817,0,0,1,0,,0,Bayard Wu,bd6dd26c-4210-4935-b534-3c529223189e
847,Succulent Cluckodon,4,W,WW,Troop,Bird Dinosaur,0,,<b>Deploy</b> - Gain 4 health.<p><p><b>Deploy</b> - You may have this battle target opposing troop with cost [(1)].,4,4,tournaments,VIP Tournament,p,0,0,0,0,0,1,1,753,0,0,1,0,,0,Piotr Arendzikowski,399ee492-ea73-4e2a-9335-63cb5e01f085
848,Psychotic Anarchist,2,R,RR,Troop,Goblin,0,,"<b>Speed</b><p><p>When this deals damage to an opposing champion, each champion draws a card.",2,2,chest2,,p,0,0,0,0,0,1,1,672,0,0,1,0,,0,Lane Brown,00aa5c63-553c-4949-88ed-694c3dbf915e
849,Reactor Bot,2,,,"Artifact, Troop",Robot,0,,"When you gain a charge, this gets +2[ATK]/+2[DEF] this turn.",1,1,wheel2,,p,0,0,0,0,0,1,1,664,0,0,1,0,,0,Jeremy Love,1288a400-e266-4888-ba09-4ccf05897960
850,Jovial Pippit,2,W,WW,Troop,Fae,0,,"At the start of your turn, you may choose a card in your hand. That card transforms into a random card of the same shards.",2,1,promo,Hex Convocation 2014,p,0,0,0,0,0,1,1,709,0,0,1,0,,0,Max Grecke,126861c7-a543-428d-a6ba-0ca4ed762936
851,Wall of Corpses,4,B,BB,Troop,Wall,0,,<b>Defensive</b><p><p>This has +[DEF] equal to the combined [DEF] of troops in your crypt.,0,1,chest1,,p,0,0,0,0,0,1,1,378,0,0,1,0,,0,Manthos Lappas,2c3b4261-eaac-4186-8098-28e09bb47f07
852,Rot Caster,5,B,BB,Troop,Vennen Mage,0,Underworld,<b>Deploy</b> - Destroy target opposing troop with cost [(3)] or less.,3,2,chest1,,p,0,0,0,0,0,1,1,218,0,0,1,0,,0,Dani Oduber,e7f13bd7-f7c3-4a9b-ae15-655b33113dce
853,Zombie Plague,3,B,BB,Constant,,0,,"At the start of your turn, reveal three random cards from opposing champion's deck. Revealed troops get -1[ATK]/-1[DEF]. Void revealed troops with [DEF] 0 or less. Summon a <b>Zombie</b> for each troop voided this way.",,,promo,,p,0,0,0,0,0,0,0,34,0,0,1,0,,0,Andreas Zafeiratos,4e90c89c-7031-48ac-a68d-123e16e344d6
854,Savage Raider,1,R,R,Troop,Orc Ranger,0,Ardent,Must attack.,2,1,chest1,,p,0,0,0,0,0,1,1,107,0,0,1,0,,0,Zoltan Boros,f78109ed-1467-4017-84e0-8bfcf4e4bf7a
855,Mastery of Time,5,S,SS,Basic Action,,0,,Take an additional turn after this one.<p><p>Void this.,,,chest1,,p,0,0,0,0,0,1,1,435,0,0,1,0,,0,Grzegorz Pedrycz,fa107f97-1885-4eff-8797-dcd354f606e2
856,Crash of Beasts,3,W,WW,Basic Action,,0,,Summon <b>1</b> <b>Rhinoceros</b>.<p><b>Escalation</b>.,,,chest1,,p,0,0,0,0,0,1,1,413,0,0,1,0,,0,Robb Mommaerts,e5f59455-cf34-4079-a506-a41076cd5fc3
857,Archon of Nulzann,6,,,"Artifact, Troop",Construct,0,,"<b>SOCKETABLE MAJOR<p>SOCKETABLE MINOR</b><p><p>[(2)], put this from your hand into your deck [ARROWR] Search your deck for an <b>Archon of Nulzann</b> and put it into your hand.",4,4,promo,,p,0,0,21,0,0,1,0,748,0,0,1,0,,0,Dani Oduber,bbaa1b75-e1a0-4cad-a12e-52a6e6e36c7a
858,Chaos Key,2,,,Artifact,Chaostouched,0,,"[BASIC] [(5)], Void this [ARROWR] Void target card.",,,collector,,p,0,0,0,0,0,1,1,60,0,0,1,0,,0,Thomas Babbey,8bc14e97-1df4-40b6-88d8-bdb07c7b07aa
859,Grim Assimilation,4,SB,SB,Basic Action,,0,,Look at target opposing champion's hand. Choose a revealed troop. Put it into your hand.,,,aom,,r,0,0,0,240,0,1,1,0,0,0,0,0,,0,Xavier Ribeiro,209b5612-af2b-4b47-ad37-cbaa2aed2aeb
860,Cerulean Mirror Knight,2,S,S,Troop,Human Warrior,0,Ardent,"<b>Inspire</b> - As another troop with cost equal to or greater than this troop's cost enters play under your control, that troop gets ""<b>Deathcry</b> - Draw a card.""",1,2,collector,,p,0,0,0,0,0,1,1,117,0,0,1,0,,0,Andreas Zafeiratos,c89e2e77-b215-4388-ae5e-ef7f92fce6cc
861,Palamedes,0,D,D,Troop,Human Warrior,1,Ardent,"<b>Inspire</b> - As another troop with cost equal to or greater than Palamedes's cost enters play under your control, that troop gets +1[ATK]/+1[DEF].",1,1,ai,,e,1,1,0,26,0,1,1,0,0,0,0,0,,1,Viktor Fetsch,e872f78f-f734-4d0d-9b58-f9a59cfa70f8
862,Lady Elizabeth,4,D,D,Troop,Human Cleric,1,Ardent,"<b>Steadfast</b><p><p>When Lady Elizabeth deals damage to an opposing champion, summon an <b>Adamanthian Elite</b>.",4,4,ai,,e,1,1,0,27,0,1,1,0,0,0,0,0,,1,Steven Stahlberg,93cf4b94-2d8f-4d82-b0bf-d2e18e5ef248
863,Lionel Flynn,2,R,R,Troop,Human Rogue,1,Ardent,"<b>Inspire</b> - As another troop with cost equal to or greater than Lionel Flynn's cost enters play under your control, that troop gets +3[ATK]/+0[DEF].",3,1,ai,,e,1,1,0,28,0,1,1,0,0,0,0,0,,1,Justin Gerrard,9dcfb586-a5f6-419d-ae53-741b7a69667e
864,Sister Cynthia,5,D,DD,Troop,Human Cleric,1,Ardent,"<b>Deploy</b> - If Sister Cynthia was inspired by three or more cards, void up to three target opposing cards.<p><p>When Sister Cynthia leaves play, put each card voided by her into play.",1,1,arenarewards,,r,1,0,0,29,0,1,1,0,0,0,0,0,,0,Steven Stahlberg,8af9637d-7d0e-4386-a6d0-97993b544b2f
865,Bertram Cragraven,3,S,S,Troop,Dwarf Warrior,1,Underworld,<b>Deploy</b> - Summon a <b>Worker Bot</b>.<p><p>Robots you control have +1[ATK]/+1[DEF].,2,4,ai,,e,1,1,0,30,0,1,1,0,0,0,0,0,,1,Jakub Kasper,8904e32e-090d-4456-99d7-0bf32e979b38
866,VB1311,2,,,"Artifact, Troop",Robot,1,,"<b>Deploy</b> - VB1311 gets one of the following at random: <b>Flight</b>; <b>Spellshield</b>; <b>Steadfast</b>; <b>Lifedrain</b>; or <b>Invincible</b>.<p><p>When a card you control transforms into an artifact, VB1311 gets +1[ATK]/+1[DEF].",2,2,arenarewards,,r,1,0,0,31,0,1,1,0,0,0,0,0,,0,Jeff Stokely,6953d22c-c63c-44d8-9f27-5be29026b085
867,Wyatt the Sapper,1,S,S,Troop,Dwarf Rogue,1,Underworld,"When you play an artifact, draw a card and Wyatt gets +1[ATK]/+1[DEF].",1,1,ai,,e,1,1,0,32,0,1,1,0,0,0,0,0,,1,Zhang Rui,573ad6cb-bc57-483b-a084-e026ef6a1e82
868,Zared Venomscorn,3,B,B,Troop,Vennen Rogue,1,Underworld,"When Zared attacks, target opposing troop gets -1[ATK]/-1[DEF].<p><p>When an opposing troop dies, bury the top three cards of each opposing champion's deck.",3,3,ai,,e,1,1,0,33,0,1,1,0,0,0,0,0,,1,Concept Art House,c77202df-a83b-4d92-a959-c2f305e54d98
869,Kishimoto,2,W,W,Troop,Shin'hare Cleric,1,Underworld,"<b>Spellshield</b><p><p>At the start of your turn, another target troop you control gets +2[ATK]/+2[DEF] this turn.",2,2,ai,,e,1,1,0,36,0,1,1,0,0,0,0,0,,1,Kieran Yanner,85ca31d8-d585-4dce-b5ed-6b25bc8ddfb1
870,Bun'jitsu,4,B,BB,Troop,Shin'hare Warlock,1,Underworld,<b>Deploy</b> - Void target opposing troop. Summon an <b>Abomination</b>. It gets +[ATK]/+[DEF] each equal to the voided troop's [ATK] and [DEF].,1,1,ai,,e,1,1,0,37,0,1,1,0,0,0,0,0,,1,Kieran Yanner,2b575216-e5a9-421b-988c-badf120d7443
871,"Tetzot, Son of Omoc",5,R,R,Troop,Orc Warlock,1,Ardent,"At the start of your turn, reveal the top ten cards of your deck. Summon a <b>Rock Elemental</b>. It gets +1[ATK]/+1[DEF] for each resource revealed this way. Put the revealed cards into your deck.",3,7,ai,,e,1,1,0,39,0,1,1,0,0,0,0,0,,1,Jose Quintella,eadc6932-16c4-42c3-81a5-03bf827fccfd
872,Kranok,4,B,BB,Troop,Orc Warrior,1,Ardent,"At the start of your turn, Kranok deals 2 damage to you.<p><p>When Kranok deals damage to a champion, draw a card.",4,4,ai,,e,1,1,0,40,0,1,1,0,0,0,0,0,,1,Jakub Kasper,5f4adf83-6d75-4571-9261-8d211df05900
873,Fahrny,4,R,R,Troop,Dwarf Mage,1,Underworld,<b>Deploy</b> - This deals damage to target opposing champion or troop equal to the highest cost artifact you control.,5,5,ai,,e,1,1,0,53,0,1,1,0,0,0,0,0,,1,Zoltan Boros,fcd77232-83fb-4a81-bc9f-b4d1766e1fa2
874,"Xocoy, High Cleric",5,R,RR,Troop,Orc High Cleric,1,Ardent,"<b>SOCKETABLE MAJOR</b><p><b>SOCKETABLE MINOR</b><p><p>If Xocoy dealt combat damage to an opposing champion this turn, [BASIC] [ONE-SHOT]: [(0)] [ARROWR] Ready Xocoy. Ready another target troop you control. There's an additional combat phase, followed by an additional main phase, this turn.",4,3,arenarewards,,l,1,0,21,54,0,1,1,0,0,0,0,0,,0,El Garing,f7e344f4-890c-4935-a5d0-fa986f35de9b
875,Inquisitor Thist,2,B,BB,Troop,Vennen Warlock,1,Underworld,"<b>Lifedrain</b><p><p>When Inquisitor Thist attacks, bury the top five cards of each opposing champion's deck.",2,2,ai,,e,1,1,0,55,0,1,1,0,0,0,0,0,,1,Santi Casas,3a43096a-c70b-4eb4-8493-149573bc7b1e
876,Ushul,4,S,SS,Troop,Vennen Mage,1,Underworld,"When an opposing champion draws a card, reveal it. If the revealed card is a troop, summon a <b>Spiderspawn</b>.",3,4,arenarewards,,r,1,0,0,34,0,1,1,0,0,0,0,0,,0,Dani Oduber,f342c672-1eaa-423a-93cb-b8948b1c52aa
877,Winged Terror,2,B,BB,Troop,Beast,0,,"<b>Flight</b><p>When this deals damage to an opposing champion, that champion discards a card.<p><b>Deathcry</b> - Bury the top four cards of each opposing champion's deck.",2,1,ai,,e,1,1,0,41,0,1,1,0,0,0,0,0,,1,Space Goat,30f13758-bedd-4c5e-81a6-0eedbd5b0e16
878,Twisted Conversion,3,B,BBB,Quick Action,,0,,Target opposing troop gets -1[ATK]/-1[DEF] for each card in opposing crypts.<p>Target troop you control gets +1[ATK]/+1[DEF] for each card in your crypt.,,,ai,,e,1,1,0,42,0,1,1,0,0,0,0,0,,1,Space Goat,736732fb-fbad-4268-b063-0cda46f8ccdd
879,Dread Fiend,3,B,BB,Troop,Horror,0,,"<b>Lifedrain</b>, <b>Rage 4</b><p><p>When an opposing champion plays an action, this deals damage to that champion equal to this troop's [ATK].",0,4,ai,,e,1,1,0,44,0,1,1,0,0,0,0,0,,1,Space Goat,159679a3-c4e1-491c-a7f7-efa8974fbeec
880,Rite of Thrygg,3,B,BBB,Constant,,0,,"At the start of your turn, draw a card.<p>When you play a non-resource card, each opposing champion loses 1 health and gain 1 health.",,,ai,,e,1,1,0,45,0,1,1,0,0,0,0,0,,1,Jake Murray,46b9ad14-1b62-45a1-84f3-6c1608a27bb2
881,Leeching Burrower,2,B,BB,Troop,Worm,0,,"<b>Lifedrain</b><p><p><b>Deathcry</b> - This gets +[ATK]/+[DEF] each equal to its [ATK] and [DEF]. Then, put it into your deck.",2,2,arenarewards,Frost Ring Arena: Uruunaz,l,1,0,0,46,0,1,1,0,0,0,0,0,,0,,f6430113-10f1-4908-8bf7-ce25597e968d
882,Implode,0,B,B,Quick Action,,0,,Destroy target non-troop card.,,,ai,,e,1,1,0,47,0,1,1,0,0,0,0,0,,1,Space Goat,1bc2d428-5986-4d6c-8cc6-52a10ce10b51
883,Volcanic Behemoth,5,B,BBB,Troop,Elemental,0,,"<b>Crush</b><p>At the start of your turn, bury the top card of each opposing champion's deck. This deals damage to each opposing champion and troop equal to the buried card's cost.",6,5,ai,,e,1,1,0,49,0,1,1,0,0,0,0,0,,1,,fb4c754f-10f3-4965-849f-dea5f863c44d
884,Acolyte of Pain,1,B,B,Troop,Undead,0,,"<b>Unblockable</b><p><p>When this deals damage to an opposing champion, gain a charge.",2,1,ai,,e,1,1,0,52,0,1,1,0,0,0,0,0,,1,Space Goat,382529ad-57b3-4bbc-b3f2-1b91dfed2c00
885,Web of Death,3,B,BB,Quick Action,,0,,"Destroy target non-Vennen troop. Then, bury the top five cards of each opposing champion's deck.",,,ai,,e,1,1,0,57,0,1,1,0,0,0,0,0,,1,Santi Casas,a4338beb-fd53-403b-8536-b0d1fde60749
886,Lady Valerie,4,W,WW,Troop,Faerie,1,,<b>Flight</b><p><p><b>Deploy</b> - Summon two <b>Battle Faeries</b>.,2,4,ai,,e,1,1,0,0,0,1,1,0,0,0,0,0,,1,Robb Mommaerts,5008c500-219b-4382-87cb-e6e3d8c153aa
887,Supporting Fire,2,R,R,Constant,,0,,"At the start of your turn, choose one at random: Gain [L0][R0]; Gain [L1][R0]; Gain [L2][R0]; Gain [L3][R0]; or Sacrifice this.",,,arenarewards,,u,1,0,0,0,0,1,1,0,0,0,0,0,,0,Robb Mommaerts,a5557aac-5b7a-4e00-a5a2-2393847f4398
888,Dreamer's Vision,2,S,S,Basic Action,,0,,Create <b>2</b> random cards and put them into your hand.<p><b>Escalation</b>.,,,ai,,e,1,1,0,0,0,1,1,0,0,0,0,0,,1,Robb Mommaerts,ca015ce3-2051-4bac-b68e-14cfba049c7a
889,Battle Faerie,1,W,W,Troop,Faerie,0,,"<b>Flight</b>, <b>Defensive</b>",2,1,ai,,g,1,0,0,0,0,1,1,0,0,0,0,0,,1,Robb Mommaerts,fd5e7a1d-4a61-419a-b9b2-3d38c564e50c
890,Brutal Commander,3,R,RR,Troop,Orc Warrior,0,Ardent,"<b>Rage 1</b><p><p>When this deals damage to an opposing champion, search your deck for an Orc with cost equal to or less than the damage dealt and put it into your hand.",1,3,arenarewards,,u,1,0,0,0,0,1,1,0,0,0,0,0,,0,Anders Finer,b6dfa1a2-a88a-40b2-9936-934c5784df55
891,Reaper Bot,6,,,"Artifact, Troop",Robot,0,,"<b>Lethal</b><p><p><b>Deploy</b> - Each opposing troop gets <b>Death Sentence</b>. <p><p> When a troop with <b>Death Sentence</b> dies, this troop gets +3[ATK]/+3[DEF].",3,4,arenarewards,,u,1,0,0,0,0,1,1,0,0,0,0,0,,0,Matt Kohr,39afa067-70b5-4f7b-aaac-87e1295635bc
892,Reality Rift,3,S,SS,Constant,,0,,"<b>Deploy</b> - Add a warp counter to this.<p><p>At the start of your turn, choose one at random: Add a warp counter to this; Add two warp counters to this; or Sacrifice this and summon a random troop with cost equal to the number of warp counters on this.",,,arenarewards,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,,78f53eb0-eac9-4aba-a472-fca1385a3059
893,Fertile Engorger,1,B,B,Troop,Shin'hare Concubunny,0,Underworld,"At the start of your turn, choose one at random: Add two fertility counters to this. Sacrifice this. Summon a <b>Battle Hopper</b> for each fertility counter on this; or Add a fertility counter to this.",0,3,arenarewards,,u,1,0,0,0,0,1,1,0,0,0,0,0,,0,Ellis Q Clark,61f8ec9a-ab49-4ff5-9df6-34547cde148c
894,Bramble Creeper,1,W,W,Troop,Plant,0,,Other Plants you control have +1[ATK]/+1[DEF] and <b>Skyguard</b>.,1,1,arenarewards,,u,1,0,0,0,0,1,1,0,0,0,0,0,,0,El Garing,3c9ed97d-c0a8-4d6c-b3ce-593cae09e0d6
895,Spearcliff Cavalier,7,D,DDDD,Troop,Human Warrior,0,Ardent,"<b>Flight</b>, <b>Lifedrain</b>, <b>Steadfast</b><p><p><b>Deploy</b> - Another target troop you control gets <b>Flight</b>, <b>Lifedrain</b>, and <b>Steadfast</b>.",5,5,arenarewards,,l,1,0,0,0,0,1,1,0,0,0,0,0,,0,Justin Gerrard,4fb5737e-2fdd-4163-a4fd-8b2e5a9e6166
896,Construct Guild Underboss,3,S,S,Troop,Dwarf Mage,0,Underworld,"When a card you control transforms into an artifact, ready it. Then, gain a charge.",2,2,arenarewards,,u,1,0,0,0,0,1,1,0,0,0,0,0,,0,Zoltan Boros,35905aa2-7066-4bd4-ae01-5ff83593b039
897,Chaotic Rip,5,S,SSS,Quick Action,,0,,Interrupt target card. The interrupted card transforms into a random Chaostouched. Put it into your hand.,,,arenarewards,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,Nicholas Cloister,3785a41d-01aa-4f09-b0cf-644ad85a46ad
908,To The King!,2,DS,DS,Basic Action,,0,,Summon a random troop with <b>Inspire</b>.<p>Draw two cards.,,,ai,,e,1,1,0,0,0,1,1,0,0,0,0,0,,1,Michael Komarck,ac0ede62-6274-4610-8ea2-238aa39d5d54
909,Strength in Numbers,2,WB,WB,Basic Action,,0,,Shin'hare you control get +1[ATK]/+1[DEF].<p>Draw two cards.,,,ai,,e,1,1,0,0,0,1,1,0,0,0,0,0,,1,Zoltan Boros,a6aff0f0-34ed-4db7-a783-8ac2da7c1175
910,Relentless Assault,2,RB,RB,Basic Action,,0,,Your Orcs in all zones get <b>Rage 1</b>.<p>Draw two cards.,,,ai,,e,1,1,0,0,0,1,1,0,0,0,0,0,,1,Filip Acovic,080b135c-bdc4-4362-858a-6fc7dd9cfc49
911,Word of Xentoth,2,SB,SB,Basic Action,,0,,Create ten <b>Spiderling Eggs</b> for each opposing champion and put them into their decks.<p>Draw two cards.,,,ai,,e,1,1,0,0,0,1,1,0,0,0,0,0,,1,Jakub Kasper,ab8ba054-f344-49d4-bc26-9a8dced76194
912,Ingenuity,2,RS,RS,Basic Action,,0,,Summon a random Plans and summon two <b>Worker Bots</b>.<p>Draw two cards.,,,ai,,e,1,1,0,0,0,1,1,0,0,0,0,0,,1,Pablo Fernandez,a996df95-0205-45c1-b5cb-5f1c794a4514
913,Boundless Imagination,2,DWRSB,DWRSB,Basic Action,,0,,Draw two cards.<p><p>Each card transforms into a random other card with the same type.,,,ai,,e,1,1,0,0,0,1,1,0,0,0,0,0,,1,Robb Mommaerts,c1739391-0cff-4493-bb42-9d6077ba3838
914,Broodlord Egg,0,,,Artifact,Egg,0,,"When this enters your hand, put the top card of your deck into your hand. Transform this into a <b>Terrorantula</b>. Put it into play under the arena champion's control.<p><p>When this enters your crypt, put the top card of your deck into your crypt. Transform this into a <b>Terrorantula</b>. Put it into play under the arena champion's control.",,,ai,,g,1,0,0,0,0,0,0,0,0,0,0,0,,1,Hugo Richard,d19302eb-b7c1-4f5d-96b2-c10aeb92c44a
915,Terrorantula,5,B,BBB,Troop,Spider,0,,<b>Deploy</b> - Destroy target opposing troop.,5,5,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Hugo Richard,ee4a8ee9-aeed-41b8-a3d5-cd80c01b0bb9
916,Air Elemental,4,D,D,Troop,Elemental,0,,"<b>Flight</b><p><p>When this deals combat damage to an opposing champion, your other Elementals get +1[ATK]/+1[DEF].",3,3,wheel1,,l,1,0,0,0,0,1,1,0,0,0,0,0,,0,Anders Finer,c418b292-d878-4cb5-95e2-801755723be8
917,Water Elemental,3,S,S,Troop,Elemental,0,,"<b>Spellshield</b><p><p>When this deals combat damage to an opposing champion, summon a <b>Water Elemental</b>.",2,2,wheel1,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,Anders Finer,fc8afc47-0980-404e-90c6-e22b30d11211
918,Angel of Foresight,4,S,SS,Troop,Avatar of Wisdom,0,,"<b>Flight</b> <p><p><b>Deploy</b> - Two random actions in your deck or hand get ""When you play this, summon an <b>Angel of Foresight</b>.""",3,3,chest2,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,Andreas Zafeiratos,0e30a81a-bb59-42b0-98a0-6cc6c383fdcf
920,Soul Devour,5,B,BB,Basic Action,,0,,"Destroy target troop. Then, gain health equal to the number of troops in opposing crypts.",,,chest2,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,SkySoul,8a0b0c7a-664e-4577-892d-2af7c8f28763
921,Wildwood Beastcaller,5,W,WW,Troop,Coyotle Ranger,0,Ardent,"At the start of your turn, summon a random Beast.",2,2,chest2,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,Ludo Lullabi,dbfb236a-2d52-49af-8b35-b3567a0f5f12
922,Vengeance of the Ancient Kings,5,D,DD,Constant,,0,,"<b>Deploy</b> - Void all troops in your crypt. Add a spirit counter to this for each troop voided this way.<p><p>At the start of your turn, remove a spirit counter from this. Summon a <b>Vengeful Spirit</b>. Then, if there are zero spirit counters on this, sacrifice this.",,,chest2,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,Derk Venneman,d3e2e780-7e66-455d-9b59-6f8fab392999
923,Optimatron,5,,,"Artifact, Troop",Robot,0,,This has -1[ATK]/-1[DEF] in all zones for each card in your deck.,50,50,chest2,,l,1,0,0,0,0,1,1,0,0,0,0,0,,0,Joshua Cairos,df3dc076-f2c8-48e8-bc0e-392e230c6cbc
924,Shin'hare Jailor,1,B,B,Troop,Shin'hare,0,Underworld,,1,1,token,,g,1,0,0,0,0,1,1,0,0,0,0,0,,1,Robb Mommaerts,31f18311-8403-4ea9-993f-061b1c1edb87
925,Vengeful Spirit,1,D,D,Troop,Spirit,0,,"While this is attacking, this has <b>Swiftstrike</b>.<p><p><b>Deathcry</b> - Void this.",2,1,token,,g,1,0,0,0,0,1,1,0,0,0,0,0,,1,Derk Venneman,b178cba4-5386-4076-84ba-6b6939952b76
926,Burn,1,R,R,Quick Action,,0,,Deal 2 damage to target champion or troop.,,,store,,p,0,0,0,0,0,1,1,90,0,0,1,0,,0,Piotr Arendzikowski,d56346ad-e422-4795-ba5c-fed641e76b56
927,Sapper's Charge,1,,,Artifact,,0,,"[(2)], Sacrifice this [ARROWR] This deals 2 damage to target champion or troop.",,,store,,p,0,0,0,0,0,1,1,197,0,0,1,0,,0,Space Goat Productio,f4cff283-fb53-4413-bf51-9d44a86e1d71
928,Merciless Culler,4,B,BB,Troop,Shin'hare Warlock,0,Underworld,<b>Deploy</b> - Each champion sacrifices a troop.,3,2,aom,,c,0,0,0,44,0,1,1,0,0,0,0,0,,0,Ellis Q Clark,f38f5d39-bf8a-4c57-9d60-db6056721700
929,Rhythmic Spiritualist,3,W,WW,Troop,Coyotle Warlock,0,Ardent,"At the end of your turn, you may put target troop from your crypt into your deck. That troop gets +2[ATK]/+2[DEF] and cost -[(2)].",3,4,aom,,r,0,0,0,217,0,1,1,0,0,0,0,0,,0,Lane Brown,59954895-68a0-4d6d-b27a-9c7dd092b72f
930,Survival of the Fittest,2,W,W,Quick Action,,0,,Target troop you control battles target opposing troop.,,,store,,p,0,0,0,0,0,1,1,340,0,0,1,0,,0,Paolo Nagase Rotelli,84ae7df2-2943-4c8b-bfe4-8137dd6d2fde
932,Repel,2,D,D,Quick Action,,0,,Destroy target attacking troop.,,,store,,p,0,0,0,0,0,1,1,194,0,0,1,0,,0,Yammo Zhang,df53598f-cb4f-4dda-9bf4-4061a78d4fd3
933,Carnasaurus,2,W,WW,Troop,Dinosaur,0,,"<b>Deploy</b> - You may have this battle target opposing troop.<p><p>When a troop you control battles, gain 2 health.",2,2,aom,,r,0,0,0,196,0,1,1,0,934,0,0,0,,0,Piotr Arendzikowski,15032bcc-f5d6-47aa-8610-5d27cd604e96
934,Carnasaurus,2,W,WW,Troop,Dinosaur,0,,"<b>Deploy</b> - You may have this battle target opposing troop.<p><p>When a troop you control battles, gain 2 health.",2,2,tournaments,VIP Tournament,p,0,0,0,0,0,1,1,933,0,0,1,0,,0,Piotr Arendzikowski,66d4c2c2-befb-41f6-a93c-38cb3097c89c
935,Kill,3,B,B,Quick Action,,0,,Destroy target non-artifact troop.,,,store,,p,0,0,0,0,0,1,1,19,0,0,1,0,,0,Miles Johnston,40b1a04a-84c1-4e89-91ab-4dc87ad54bd0
936,Buccaneer,3,S,S,Troop,Human Rogue,0,Ardent,<b>Deploy</b> - You may put target troop into its controller's hand. It gets cost +[(1)].,2,2,store,,p,0,0,0,0,0,1,1,267,0,0,1,0,,0,Pavel Romanov,cb7ba46f-6a51-4aeb-93f8-51e559c8a663
937,Concubunny,2,W,W,Troop,Shin'hare Concubunny,0,Underworld,"[(1)], [ACT], Exhaust another Shin'hare you control [ARROWR] Summon a <b>Battle Hopper</b>.",0,1,promo,Feast of Abundance 2015,p,0,0,0,0,0,1,1,135,0,0,1,0,,0,Max Grecke,f34c6d75-d520-4c17-929b-e434d6d03828
938,Valiant Escort,1,D,D,Troop,Human Ranger,0,Ardent,"[(1)], Sacrifice this [ARROWR] Put another target troop you control into your hand.",2,1,aom,,r,0,0,0,108,0,1,1,0,939,0,0,0,,0,Bruno Biazotto,95e3c817-6924-427d-87ee-ccedeb5d6c8d
939,Valiant Escort,1,D,D,Troop,Human Ranger,0,Ardent,"[(1)], Sacrifice this [ARROWR] Put another target troop you control into your hand.",2,1,tournaments,VIP Tournament,p,0,0,0,0,0,1,1,938,0,0,1,0,,0,Toma Gas,644efff2-e68c-48f6-899c-29ec5b1abe66
940,Druidic Exoshaper,4,W,W,Troop,Manti,0,,"At the start of your turn, this gets +X[ATK]/+X[DEF], where X is the highest cost amongst troops you control until the start of your next turn.<p><p>[ONE-SHOT]: [(0)] [ARROWR] Target troop in your hand gets +2[ATK]/+2[DEF] and cost +[(2)].",1,1,aom,,r,0,0,0,199,0,1,1,0,0,0,0,0,,0,Anders Finer,d2df9355-dcb7-4cb4-9dd9-d36fe29745fc
941,Rune Ear Elite,4,W,W,Troop,Shin'hare Warrior,0,Underworld,"<b>Crush</b><p><p>When a troop enters play under your control, this gets +2[ATK]/+2[DEF] this turn.",2,2,aom,,u,0,0,0,220,0,1,1,0,0,0,0,0,,0,Piotr Arendzikowski,0bb7add7-f4ee-456b-a0c1-e1468d0f3605
942,"Chark, Hired Horn Elite",5,R,R,Troop,Minotaur,1,,"<b>Rage 3</b><p><p>At the end of your turn, if you have any resource points, a random opposing champion gains control of Chark.",6,6,aom,,r,0,0,0,115,0,1,1,0,0,0,0,0,,0,Mike Azevedo,e540a4c4-b9d6-41f6-a62b-030537f5aaaf
943,Harbinger of Hastur,7,S,SS,Troop,Chaostouched,0,,"When this attacks, exhaust up to five target troops.<p><p>[SAPPHIRE], 20% chance: At the start of each opposing champion's turn, if this is in the top five cards of your deck, reveal this. Exhaust a random opposing troop.",5,8,aom,,r,0,0,0,163,0,1,1,0,0,0,0,0,,0,Chun Lo,26f6ed8b-2ecd-4970-8ef2-cb9b544a34d6
