databaseId	name	imageUrl	cardBack	type	set	rarity	cost	keywords	inspiration	stage	subtitle	text	loadGroupId
SD01-RR02	Fluttershy (SD01 MC)	my-little-pony/sd01/MyLittlePony-SD01-FluttershySD01MC.jpg	default	Main Character	SD01	RR	-	-	-				playerNMC
SD01-RR02star	Fluttershy (SD01 MC*)	my-little-pony/sd01/MyLittlePony-SD01-FluttershySD01MC-2.jpg	default	Main Character	SD01	RR*	-	-	-				playerNMC
SD01-RR03	Pinkie Pie (SD01 MC)	my-little-pony/sd01/MyLittlePony-SD01-PinkiePieSD01MC.jpg	default	Main Character	SD01	RR	-	-	-				playerNMC
SD01-RR03star	Pinkie Pie (SD01 MC*)	my-little-pony/sd01/MyLittlePony-SD01-PinkiePieSD01MC-2.jpg	default	Main Character	SD01	RR*	-	-	-				playerNMC
SD01-RR04	Applejack (SD01 MC)	my-little-pony/sd01/MyLittlePony-SD01-ApplejackSD01MC.jpg	default	Main Character	SD01	RR	-	-	-				playerNMC
SD01-RR04star	Applejack (SD01 MC*)	my-little-pony/sd01/MyLittlePony-SD01-ApplejackSD01MC-2.jpg	default	Main Character	SD01	RR*	-	-	-				playerNMC
SD01-RR05	Rainbow Dash (SD01 MC)	my-little-pony/sd01/MyLittlePony-SD01-RainbowDashSD01MC.jpg	default	Main Character	SD01	RR	-	-	-				playerNMC
SD01-RR05star	Rainbow Dash (SD01 MC*)	my-little-pony/sd01/MyLittlePony-SD01-RainbowDashSD01MC-2.jpg	default	Main Character	SD01	RR*	-	-	-				playerNMC
SD01-RR06	Rarity (SD01 MC)	my-little-pony/sd01/MyLittlePony-SD01-RaritySD01MC.jpg	default	Main Character	SD01	RR	-	-	-				playerNMC
SD01-RR06star	Rarity (SD01 MC*)	my-little-pony/sd01/MyLittlePony-SD01-RaritySD01MC-2.jpg	default	Main Character	SD01	RR*	-	-	-				playerNMC
BP02-RR01	Twilight Sparkle (BP02 MC)	my-little-pony/bp02/MyLittlePony-BP02-TwilightSparkleBP02MC.jpg	default	Main Character	BP02	RR	-	-	-				playerNMC
BP02-xRR01	Twilight Sparkle (BP02 MC*)	my-little-pony/bp02/MyLittlePony-BP02-TwilightSparkleBP02MC-2.jpg	default	Main Character	BP02	RR	-	-	-				playerNMC
BP02-RR02	Fluttershy (BP02 MC)	my-little-pony/bp02/MyLittlePony-BP02-FluttershyBP02MC.jpg	default	Main Character	BP02	RR	-	-	-				playerNMC
BP02-xRR02	Fluttershy (BP02 MC*)	my-little-pony/bp02/MyLittlePony-BP02-FluttershyBP02MC-2.jpg	default	Main Character	BP02	RR	-	-	-				playerNMC
BP02-RR03	Pinkie Pie (BP02 MC)	my-little-pony/bp02/MyLittlePony-BP02-PinkiePieBP02MC.jpg	default	Main Character	BP02	RR	-	-	-				playerNMC
BP02-xRR03	Pinkie Pie (BP02 MC*)	my-little-pony/bp02/MyLittlePony-BP02-PinkiePieBP02MC-2.jpg	default	Main Character	BP02	RR	-	-	-				playerNMC
BP02-RR04	Applejack (BP02 MC)	my-little-pony/bp02/MyLittlePony-BP02-ApplejackBP02MC.jpg	default	Main Character	BP02	RR	-	-	-				playerNMC
BP02-xRR04	Applejack (BP02 MC*)	my-little-pony/bp02/MyLittlePony-BP02-ApplejackBP02MC-2.jpg	default	Main Character	BP02	RR	-	-	-				playerNMC
BP02-RR05	Rainbow Dash (BP02 MC)	my-little-pony/bp02/MyLittlePony-BP02-RainbowDashBP02MC.jpg	default	Main Character	BP02	RR	-	-	-				playerNMC
BP02-xRR05	Rainbow Dash (BP02 MC*)	my-little-pony/bp02/MyLittlePony-BP02-RainbowDashBP02MC-2.jpg	default	Main Character	BP02	RR	-	-	-				playerNMC
BP02-RR06	Rarity (BP02 MC)	my-little-pony/bp02/MyLittlePony-BP02-RarityBP02MC.jpg	default	Main Character	BP02	RR	-	-	-				playerNMC
BP02-xRR06	Rarity (BP02 MC*)	my-little-pony/bp02/MyLittlePony-BP02-RarityBP02MC-2.jpg	default	Main Character	BP02	RR	-	-	-				playerNMC
