databaseId	name	imageUrl	cardBack	type	set	class	race	skills	homeSite	mind	influence	gi	prowess	body	strikes	playable	mp	sp	magic	specific	corruption	region	sitePath	draw	opponentDraw	rarity	text	loadGroupId
DarkMinions_TotheUttermostFoundations	To the Uttermost Foundations	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-ToTheUttermostFoundations.jpg	default	Hero Resource	DarkMinions	Permanent-event											-3									U2	"Playable on a company at an Under-deeps site during its organization phase; tap site if untapped. This card is played tapped and can only be untapped during your organization phase if the company is at a different Under-deeps site. If untapped and at a Haven [h], this card may be stored in your marshalling point pile-only if stored do you receive its marshalling points. Cannot be duplicated on a given company."	playerNDeck
DarkMinions_TokenofGoodwill	Token of Goodwill	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-TokenOfGoodwill.jpg	default	Hero Resource	DarkMinions	Short-event																				R3	Offering Attempt. Playable on a diplomat whose company is facing an attack of the type listed below. Target diplomat makes a corruption check. If he does not fail, discard an item from his company (as listed below), and make a roll (or draw a #) adding the diplomat's unused direct influence. If the result is greater than the listed values, the attack is cancelled, and you may take one resource from your play deck or discard pile into your hand (reshuffle play deck if searched). Against a Dragon: greater item/5, against a Drake: major item/6, against Men, Slayer, or any Agent: minor item/7.	playerNDeck
DarkMinions_VeinofArda	Vein of Arda	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-VeinOfArda.jpg	default	Hero Resource	DarkMinions	Permanent-event											2									C1	Sage or Dwarf only during the site phase at any Under-deep site. Tap the sage or Dwarf. Tap the site if it is not already tapped. Sage or Dwarf may not untap until Vein of Arda is stored at a Haven. Cannot be duplicated at a given site.	playerNDeck
DarkMinions_WhenYouKnowMore	When You Know More	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-WhenYouKnowMore.jpg	default	Hero Resource	DarkMinions	Permanent-event											1									C2	"Light enchantment. Playable on a sage during the site phase at a site where ""Information"" is playable. Tap sage and site. Tap sage to modify one influence attempt by a character in his company by +2. Sage makes a corruption check."	playerNDeck
DarkMinions_WithdrawntoMordor	Withdrawn to Mordor	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-WithdrawnToMordor.jpg	default	Hero Resource	DarkMinions	Short-event																				C1	Playable on a face-up agent. If the agent has a mind of 5 or less, it is discarded. If its mind is 6 or greater, return it to its owner's hand. Alternatively, an on-guard card is discarded.	playerNDeck
DarkMinions_HaudhinGwanur	Haudh-in-Gwanur	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-HaudhInGwanur.jpg	default	Hero Site	DarkMinions	{R}																Harondor	{w}{f}{c}{w}	2	2	U2	"Nearest Haven: Edhellond. Playable: Items (minor, major). Automatic-attacks: Undead - 1 strike with 10 prowess; each character wounded must make a corruption check."	playerNLocationDeck
DarkMinions_HermitsHill	Hermit's Hill	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-HermitsHill.jpg	default	Hero Site	DarkMinions	{R}																Wold & Foothills	{w}	1	1	U2	Nearest Haven: Lorien. Playable: Items (minor). Automatic-attacks: Men - 3 strike with 6 prowess. Special: During the site phase, a company may discard two minor items they bear to make any one major item (including a hoard item) playable here that turn.	playerNLocationDeck
DarkMinions_TheGemdeeps	The Gem-deeps	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-TheGemDeeps.jpg	default	Hero Site	DarkMinions	{R}																Under-deeps		2	3	U2	Playable: Items (minor, major, gold ring). Automatic-attacks: (1st) Undead - 3 strikes with 9 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to a Shadow-hold. Special: Any Undead creature or Pukel-creature may also be played at this site. Adjacent Sites: Glittering Caves (0), The Pukel-deeps (9), The Under-gates (6).	playerNLocationDeck
DarkMinions_TheIrondeeps	The Iron-deeps	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-TheIronDeeps.jpg	default	Hero Site	DarkMinions	{D}																Under-deeps		1	4	R2	Playable: Items (minor, major, greater). Automatic-attacks: (1st) Trolls - 3 strikes with 9 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Ruins & Lairs. Special: If the Witch-king of Angmar is in play as a permanent-event, it must be used as an additional automatic-attack (discard after use-ignore result of defeat). Adjacent Sites: Carn Dum (0), The Under-leas (6), The Under-vaults (7).	playerNLocationDeck
DarkMinions_ThePukeldeeps	The Pukel-deeps	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-ThePukelDeeps.jpg	default	Hero Site	DarkMinions	{R}																Under-deeps		2	3	U2	Playable: Items (minor, major, gold ring). Automatic-attacks: (1st) Pukel-men - 2 strikes with 11 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Shadow-holds. Special: Any Undead creature or Pukel-creature may also be played at this site. Adjacent Sites: Dunharrow (0), The Gem-deeps (9), The Sulfur-deeps (9).	playerNLocationDeck
DarkMinions_TheSulfurdeeps	The Sulfur-deeps	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-TheSulfurDeeps.jpg	default	Hero Site	DarkMinions	{D}																Under-deeps		1	4	R2	Playable: Items (minor, major, greater). Automatic-attacks: (1st) Trolls - 2 strikes with 9 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Shadow-holds. Special: If Khamul the Easterling or Adunaphel is in play as a permanent-event, one must be used as an additional automatic-attack (attacker's choice, discard after use-ignore result of defeat). Adjacent Sites: Dol Guldur (0), The Under-courts (5), The Pukel-deeps (9), The Under-gates (5), The Under-galleries (8).	playerNLocationDeck
DarkMinions_TheUndercourts	The Under-courts	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-TheUnderCourts.jpg	default	Hero Site	DarkMinions	{D}																Under-deeps		1	4	R2	Playable: Items (minor, major, greater). Automatic-attacks: (1st) Trolls - 3 strikes with 10 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Shadow-holds. Special: If any Nazgul permanent-event is in play, one must be used as an additional automatic-attack (attacker's choice, discard after use-ignore result of defeat). Adjacent Sites: Barad-dur (0), The Sulfur-deeps (5), The Under-galleries (4).	playerNLocationDeck
DarkMinions_TheUndergalleries	The Under-galleries	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-TheUnderGalleries.jpg	default	Hero Site	DarkMinions	{D}																Under-deeps		1	4	R2	Playable: Items (minor, major, greater). Automatic-attacks: (1st) Trolls - 4 strikes with 9 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Shadow-holds. Special: Stolen Knowledge. When Under-galleries would be placed in your discard pile, place it in your marshalling points pile instead for 3 marshalling points-this card is considered stored. Adjacent Sites: Any site in Udun (0), The Under-courts (4), The Sulfur-deeps (8).	playerNLocationDeck
DarkMinions_TheUndergates	The Under-gates	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-TheUnderGates.jpg	default	Hero Site	DarkMinions	{S}																Under-deeps		1	3	U2	Playable: Items (minor, major, greater, gold ring). Automatic-attacks: (1st) Balrog - 2 strikes with 16 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Ruins & Lairs. Special: If Balrog of Moria is in play or if it or Durin's Bane has been defeated, the first automatic attack is canceled. Adjacent Sites: Moria (0), The Gem-deeps (6), The Sulfur-deeps (5), The Under-grottos (8), The Under-leas (6).	playerNLocationDeck
DarkMinions_TheUndergrottos	The Under-grottos	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-TheUnderGrottos.jpg	default	Hero Site	DarkMinions	{R}																Under-deeps		1	3	U2	Playable: Items (minor, major, gold ring). Automatic-attacks: (1st) Orcs - 4 strikes with 7 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to a Shadow-hold. Special: When a gold ring is tested in a company at this site, the result of the roll is modified by +2. Adjacent Sites: Goblin-gate (0), The Under-leas (8), The Under-gates (8).	playerNLocationDeck
DarkMinions_TheUnderleas	The Under-leas	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-TheUnderLeas.jpg	default	Hero Site	DarkMinions	{S}																Under-deeps		1	4	U2	Playable: Items (minor, major, greater). Automatic-attacks: (1st) Orcs - 5 strikes with 7 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Ruins & Lairs. Special: If the Witch-king of Angmar is in play as a permanent-event, it must be used as an additional automatic-attack (discard after use-ignore result of defeat). Adjacent Sites: Mount Gundabad (0), The Iron-deeps (6), The Under-grottos (8), The Under-gates (6), The Under-vaults (7).	playerNLocationDeck
DarkMinions_TheUndervaults	The Under-vaults	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-TheUnderVaults.jpg	default	Hero Site	DarkMinions	{R}																Under-deeps		2	3	U2	Playable: Items (minor, major, gold ring). Automatic-attacks: (1st) Undead - 3 strikes with 8 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Shadow-holds. Special: Any Undead creature may also be played at this site. Adjacent Sites: Mount Gram (0), The Iron-deeps (7), The Under-leas (7).	playerNLocationDeck
DarkMinions_UrlurtsuNurn	Urlurtsu Nurn	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-UrlurtsuNurn.jpg	default	Hero Site	DarkMinions	{D}																Nurn	{w}{f}{c}{w}{s}{d}	3	5	U2	Nearest Haven: Edhellond. Playable: Information, Items (minor, major). Automatic-attacks: Orcs - 4 strikes with 7 prowess.	playerNLocationDeck
DarkMinions_Anarin	Anarin	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-Anarin.jpg	default	Minion Character	DarkMinions		Elf	Scout/Diplomat	Moria	7	3		4	8			2									U2	Unique. Agent. Agent only: may move to a Haven and may tap at a company's new site to attack that company during opponent's movement/hazard phase.  {green} DCE: Add: Home site: Amon Lind	playerNDeck
DarkMinions_Baduila	Baduila	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-Baduila.jpg	default	Minion Character	DarkMinions		Man	Warrior/Scout/Ranger	Goblin-gate, Mount Gundabad	8	2		6	8			3									R2	"Unique. Agent. Agent only: If Baduila is discarded at target company's new site, company must return to its site of origin. {green} DCE: Add: Home site: Morkai, ;remove: Goblin-gate"	playerNDeck
