databaseId	name	imageUrl	cardBack	type	attributes	languages	value	sanity	summon	unique	dimension	past	region	city	beginningSanity	maxSanity	education	handSize	minimum	maximum	rarity	text	packName	set	loadGroupId
Limited_Ltd218	K.J. Hooper	mythos/limited/Mythos-Limited-KJHooper.jpg	default	Ally	Steadfast Private Eye	English	3						Lovecraft	Arkham							C	Protection from Police Investigation and from cards that cause you to lose Artifacts and Tomes. At the moment when you would lose an Artifact or Tome, you may choose to Bury this card instead. Your opponent must then Bury his or her card.	Limited	Limited	playerNDeck
Limited_Ltd219	Mercy Dexter	mythos/limited/Mythos-Limited-MercyDexter.jpg	default	Ally	Steadfast Sister	English	3						Lovecraft	Providence							C	Add 1 point to this card's value when either Rhoby Harris or Ann White is in play.	Limited	Limited	playerNDeck
Limited_Ltd220	Nahum Gardner	mythos/limited/Mythos-Limited-NahumGardner.jpg	default	Ally	Steadfast Farmer	English	2	1					Lovecraft	Miskatonic Valley							C		Limited	Limited	playerNDeck
Limited_Ltd221	Randolph Carter	mythos/limited/Mythos-Limited-RandolphCarter.jpg	default	Ally	Steadfast Dreamer	Knows English & French	2						Any City								R	As long as he is chosen as a defending Ally, he raises the card value of all other Attributes: Steadfast defending Allies by one point per card. Not cumulative with another Ally's Command Ability	Limited	Limited	playerNDeck
Limited_Ltd222	Raymond Legrasse	mythos/limited/Mythos-Limited-RaymondLegrasse.jpg	default	Ally	Steadfast Police Detective	English & French	3						Lovecraft	Any City							C	Protection from Police Investigation and from cards that cause you to lose Artifacts and Tomes. At the moment when you would lose an Artifact or Tome, you may choose to Bury this card instead. Your opponent must then Bury his or her card.	Limited	Limited	playerNDeck
Limited_Ltd223	Rhoby Harris	mythos/limited/Mythos-Limited-RhobyHarris.jpg	default	Ally	Steadfast Wife	English & French	2						Lovecraft	Providence							R	Add point to this card's value when either Mercy Dexter or Ann White is in play.	Limited	Limited	playerNDeck
Limited_Ltd224	Robert Harrison Blake	mythos/limited/Mythos-Limited-RobertHarrisonBlake.jpg	default	Ally	Steadfast Artist	English	1	1					Lovecraft	Providence							R		Limited	Limited	playerNDeck
Limited_Ltd225	Robert Marsh	mythos/limited/Mythos-Limited-RobertMarsh.jpg	default	Ally	Corrupt Cultist	English	2	-1		Unique			Lovecraft	Innsmouth							U	Add 1 point to the value of this card if your Investigator has the Jewelry of the Deep Ones.	Limited	Limited	playerNDeck
Limited_Ltd226	Zadok Allen	mythos/limited/Mythos-Limited-ZadokAllen.jpg	default	Ally	Steadfast Bum	Knows no languages	1						Any Outside								C	While this card is in play, add one to the Maximum number of cards that you may keep in your Hand. Cumulative with other Allies that raise your Maximum.	Limited	Limited	playerNDeck
Limited_Ltd301	Chime of Tezchaptl	mythos/limited/Mythos-Limited-ChimeOfTezchaptl.jpg	default	Artifact				-2													R	Flip this card face-down to cancel an opponent's Spell that was just cast.	Limited	Limited	playerNDeck
Limited_Ltd302	Dynamite (v1)	mythos/limited/Mythos-Limited-DynamiteV1.jpg	default	Artifact	Weapon		6	-1													C	Add 6 points to Ally's value. One weapon per Ally. If Ally is Buried, also Bury this card. Discard both Dynamite and Ally after use in Combat.	Limited	Limited	playerNDeck
Limited_Ltd303	Elephant Gun	mythos/limited/Mythos-Limited-ElephantGun.jpg	default	Artifact			3														U	Add 3 points to Ally's value. One weapon per Ally. If Ally is Discarded or Buried, this card also suffers the same fate.	Limited	Limited	playerNDeck
Limited_Ltd304	Enchanted Cane	mythos/limited/Mythos-Limited-EnchantedCane.jpg	default	Artifact				-1		Unique											R	Increase your Investigator's maximum Sanity by five while this card is in play. If this card is Discarded or Buried, Sanity points above your maximum are immediately lost.	Limited	Limited	playerNDeck
Limited_Ltd305	Jewelry of the Deep Ones	mythos/limited/Mythos-Limited-JewelryOfTheDeepOnes.jpg	default	Artifact				-1		Unique											U	Increase the card value of all Deep Ones, Father Dagon, Mother Hydra, and certain Corrupt Cultists by 1 point.	Limited	Limited	playerNDeck
Limited_Ltd306	Mi-Go Braincase	mythos/limited/Mythos-Limited-MiGoBraincase.jpg	default	Artifact				-1													R	Place this artifact with an Ally. That Ally can now know one Spell. Bury Spell when cast. If this Artifact is Discarded or Buried, the Spell suffers the same fate.	Limited	Limited	playerNDeck
Limited_Ltd307	Mist Projector	mythos/limited/Mythos-Limited-MistProjector.jpg	default	Artifact	Enchanted Weapon		3	-1													R	Add 3 points to Ally's value. One weapon per Ally. If Ally is lost, also lose this card	Limited	Limited	playerNDeck
Limited_Ltd308	Paracelsus' Sword	mythos/limited/Mythos-Limited-ParacelsusSword.jpg	default	Artifact	Enchanted Weapon		2	-1													U	Add 2 points to Ally's value. One Weapon per Ally. If Ally is Discarded or Buried, this card also suffers the same fate.	Limited	Limited	playerNDeck
Limited_Ltd309	Ring of Eibon	mythos/limited/Mythos-Limited-RingOfEibon.jpg	default	Artifact				-1		Unique											R	Spend 2 Sanity points to gain a 13-second glacne at one opponent's hand and choose their next legal play (cannot be a Pass) of a card from their hand to the table. Flip this card face down after use.	Limited	Limited	playerNDeck
Limited_Ltd310	Seal of Isis	mythos/limited/Mythos-Limited-SealOfIsis.jpg	default	Artifact				-1													C	Protects against theft. If opponent plays a card that would cause you to lose an Artifact, Tome, or Spell from a Tome, you may choose to Bury this card instead. Opponent also immediately Buries card used.	Limited	Limited	playerNDeck
Limited_Ltd311	Shining Trapezohedron	mythos/limited/Mythos-Limited-ShiningTrapezohedron.jpg	default	Artifact				-2		Unique											U	Can be used in the place of any one of the cards needed to play Great Old One or an Outer God. Bury this card when used	Limited	Limited	playerNDeck
Limited_Ltd312	Shotgun	mythos/limited/Mythos-Limited-Shotgun.jpg	default	Artifact	Weapon		2	1													C	Add 2 points to Ally's value. One Weapon per Ally. If Ally is Discarded or Buried, this card also suffers the same fate.	Limited	Limited	playerNDeck
Limited_Ltd313	Sphere of Nath	mythos/limited/Mythos-Limited-SphereOfNath.jpg	default	Artifact				-2		Unique											R	Take the top card of your opponent's Story Deck and Discard it. If acard revealed is not a Location, bury it. Repeat until a Location card is revealed. Ignore Sanity gain/loss; may use Gate. Then, bury this card.	Limited	Limited	playerNDeck
Limited_Ltd314	Star Stone of Mnar	mythos/limited/Mythos-Limited-StarStoneOfMnar.jpg	default	Artifact				-1													U	Designate one Threat to be affected before Monsters are revealed. Halves the attack from Lesser Servitors and Lesser Independents.	Limited	Limited	playerNDeck
Limited_Ltd315	The Brazen Head	mythos/limited/Mythos-Limited-TheBrazenHead.jpg	default	Artifact				-2		Unique											U	Can know any one spell. Bury Spell in your Story Deck after it's cast. Knows Greek, Latin & Chinese.	Limited	Limited	playerNDeck
Limited_Ltd316	The Ultra-Violet	mythos/limited/Mythos-Limited-TheUltraViolet.jpg	default	Artifact				-1													R	While in play, this card makes all Invisible monsters in any attacking Threat Visible, but adds 1 point to the card value of each affected Monster	Limited	Limited	playerNDeck
Limited_Ltd317	Tommygun	mythos/limited/Mythos-Limited-Tommygun.jpg	default	Artifact	Weapon		3														C	Add 3 points to Ally's value; Ally is now corrupt. One weapon per Ally. If Ally is Discarded or Buried, this card also suffers the same fate.	Limited	Limited	playerNDeck
Limited_Ltd401	Amnesia	mythos/limited/Mythos-Limited-Amnesia.jpg	default	Event																	C	Randomly choose one card from your opponent's Hand that he or she must Discard, then Bury this card.	Limited	Limited	playerNDeck
Limited_Ltd402	An Unexpected Calamity (v1)	mythos/limited/Mythos-Limited-AnUnexpectedCalamityV1.jpg	default	Event																	U	Play this card and announce "Pass." This Pass ends the current Round, even if it is the only Pass in the Round.	Limited	Limited	playerNDeck
Limited_Ltd403	Bacteriophobia	mythos/limited/Mythos-Limited-Bacteriophobia.jpg	default	Event	Phobia																C	Fear of Germs. Lose 1 Sanity point if you or your Allies have a Weapon, Tome, or Artifact when this card is played, and each time you play an Artifact, Tome or Weapon card.	Limited	Limited	playerNDeck
Limited_Ltd404	Beatrice is Released From the Attic	mythos/limited/Mythos-Limited-BeatriceIsReleasedFromTheAttic.jpg	default	Event				-1													R	Choose one Ally up to 4 points in value (including Weapon) that your opponent must Bury, then Bury this card.	Limited	Limited	playerNDeck
Limited_Ltd405	Car (v1)	mythos/limited/Mythos-Limited-CarV1.jpg	default	Event	Travel by Land																C	Immediately play a new Location in the same Region right-side up on top of your Story Deck.	Limited	Limited	playerNDeck
Limited_Ltd406	Catastrophic Failure	mythos/limited/Mythos-Limited-CatastrophicFailure.jpg	default	Event																	C	The Weapon held by one Ally malfuctions catastrophically and dramatically. Bury the target Ally and Discard his or her Weapon.	Limited	Limited	playerNDeck
Limited_Ltd407	Children Have Nightmares	mythos/limited/Mythos-Limited-ChildrenHaveNightmares.jpg	default	Event				-1													U	All Allies of one opponent are reduced by 2 points for the remainder of this Round, to a minimum of 1. Bury this card at the end of the Round.	Limited	Limited	playerNDeck
Limited_Ltd408	Claustrophiobia	mythos/limited/Mythos-Limited-Claustrophiobia.jpg	default	Event	Phobia																C	Fear of Enclosed Spaces. Lose 1 Sanity point if you are currently at an Inside Location and at the beginning of each Turn that you are Inside.	Limited	Limited	playerNDeck
Limited_Ltd409	Dawn of a New Day	mythos/limited/Mythos-Limited-DawnOfANewDay.jpg	default	Event	Day			1													C	Bury any Night or Day Event in play. Bury this card if any Day or Night Event is played.	Limited	Limited	playerNDeck
Limited_Ltd410	Demophobia	mythos/limited/Mythos-Limited-Demophobia.jpg	default	Event	Phobia																C	Fear of Crowds. Lose 1 Sanity point each time you play an Ally card, by whatever means, alongside your Investigator.	Limited	Limited	playerNDeck
Limited_Ltd411	Dendrophobia	mythos/limited/Mythos-Limited-Dendrophobia.jpg	default	Event	Phobia																R	Fear of Trees. Lose 1 Sanity point if you are currently at a Forest Location and at the beginning of each Turn that you are in a Forest Location.	Limited	Limited	playerNDeck
Limited_Ltd412	Direct Sunlight	mythos/limited/Mythos-Limited-DirectSunlight.jpg	default	Event	Day																U	It is now Day. Bury any Night or Day Event in play. Bury this card if any Day or Night Event is played.	Limited	Limited	playerNDeck
Limited_Ltd413	Discover Secret Cache	mythos/limited/Mythos-Limited-DiscoverSecretCache.jpg	default	Event																	U	Immediately play an Artifact or a Tome card regardless of current Location's attributes. You or your Allies must still know the proper Languages, if neede. Then, Bury this card.	Limited	Limited	playerNDeck
Limited_Ltd414	Drought	mythos/limited/Mythos-Limited-Drought.jpg	default	Event																	U	No Location bears the Water symbol while this card is in play. Bury any Storm event in play. Bury this card if any Storm Event is played.	Limited	Limited	playerNDeck
Limited_Ltd415	Earthquake	mythos/limited/Mythos-Limited-Earthquake.jpg	default	Event				-1													U	Take the top card of your opponent's Sotry Deck, and Bury it. If card revealed is not a Location, Bury it also. Repeat until a Location is revealed. Ignore Sanity gain/loss; may use Gate. Then, Bury this card.	Limited	Limited	playerNDeck
Limited_Ltd416	Eclipse of the Sun	mythos/limited/Mythos-Limited-EclipseOfTheSun.jpg	default	Event	Day																R	Bury any Night or Day Event in play. Bury this card if any Day or Night Event is played.	Limited	Limited	playerNDeck
Limited_Ltd417	Eosophobia	mythos/limited/Mythos-Limited-Eosophobia.jpg	default	Event	Phobia																C	: Fear of Dawn. Lose 1 Sanity point if it is Day and each time a Day Event is played.	Limited	Limited	playerNDeck
Limited_Ltd418	Flee to Special Room	mythos/limited/Mythos-Limited-FleeToSpecialRoom.jpg	default	Event																	C	Cancel the effects of a card played since your last Turn that would otherwise cause you to Bury or Discard an Ally or Allies. Then, Bury this card	Limited	Limited	playerNDeck
Limited_Ltd419	Full Moon	mythos/limited/Mythos-Limited-FullMoon.jpg	default	Event	Night																U	Bury any Day Event or any other Night Event in play. Bury this card if any Day or Night Event is played.	Limited	Limited	playerNDeck
Limited_Ltd420	Harney Reginald Opens Fire	mythos/limited/Mythos-Limited-HarneyReginaldOpensFire.jpg	default	Event																	C	Bury opponent's Ally of up to 2 points (excluding the value of any Weapons). Then, Bury this card	Limited	Limited	playerNDeck
Limited_Ltd421	Hound of the Tindalos	mythos/limited/Mythos-Limited-HoundOfTheTindalos.jpg	default	Event				-1													U	Can only be used against Allies who are Inside. Bury any Ally of your opponent. Then, Bury this card	Limited	Limited	playerNDeck
Limited_Ltd422	Hurricane	mythos/limited/Mythos-Limited-Hurricane.jpg	default	Event	Storm					Unique											U	Bury Travel by Air or Sea cards on top of any Story Deck (return to former Location). Ignore sanity/loss gain; no Gate use. Neither may be played. Every Location now bears the Water Attribute. Bury this card if any Day or Night Event is played	Limited	Limited	playerNDeck
Limited_Ltd423	Hydrophobia	mythos/limited/Mythos-Limited-Hydrophobia.jpg	default	Event	Phobia																U	Fear of Water. Lose 1 Sanity point if you are currently in a Water Location and at the beginning of each Turn that you are in a Water Location	Limited	Limited	playerNDeck
Limited_Ltd424	Iatrophobia	mythos/limited/Mythos-Limited-Iatrophobia.jpg	default	Event	Phobia																R	Fear of Doctors. Lose 1 Sanity point at the beginning of each turn that a Sanitarium is the top card of your Story Deck. You may not remove this Phobia in a Sanitarium	Limited	Limited	playerNDeck
Limited_Ltd425	In the Nick of Time	mythos/limited/Mythos-Limited-InTheNickOfTime.jpg	default	Event																	U	Play this card, and the Pass by a player on an earlier Turn is voided - no Passes have been announced for the the current Round. You may immediately play a second card.	Limited	Limited	playerNDeck
Limited_Ltd426	Influenza	mythos/limited/Mythos-Limited-Influenza.jpg	default	Event	Epidemic			-1													C	Randomly choose one Ally that opponent must Bury. Each other player's Investigator also in the same Region must also randomly Bury one Ally. Then, Bury this card	Limited	Limited	playerNDeck
Limited_Ltd427	Instability in the Mythos (v1)	mythos/limited/Mythos-Limited-InstabilityInTheMythosV1.jpg	default	Event																	C	If the target Threat contains more than three cards, including any Great Old One or Outer Gods, randomly Discard three. Then, Bury this card.	Limited	Limited	playerNDeck
Limited_Ltd428	Instability in the Mythos (v2)	mythos/limited/Mythos-Limited-InstabilityInTheMythosV2.jpg	default	Event																	C	If the target Threat contains more than three cards, randomly choose two cards and add them to your Threat as if you summoned them (place crosswise). Bury them in your opponent's Story Deck at the end of Combat. Then, Bury this card	Limited	Limited	playerNDeck
Limited_Ltd429	Monophobia	mythos/limited/Mythos-Limited-Monophobia.jpg	default	Event	Phobia																C	Fear of Being Alone. Lose 1 Sanity point each time you lose an Ally	Limited	Limited	playerNDeck
