databaseId	name	imageUrl	zoomImageUrl	cardBack	type	packName	set	loadGroupId	clan	legal	cost	focus	force	chi	personalHonor	honorReq	goldProduction	provinceStrength	startingHonor	rarity	artist	flavour	text
Diamond290	The Price of Innocence	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ThePriceOfInnocenceMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ThePriceOfInnocenceMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold diamond	0	1								c			<B>Political Reaction:</B> Play after a target non-Courtier Personality lobbies for the Imperial Favor. Dishonor the Personality. The Personality's controller discards the Favor, then loses 2 Honor. You must control a Courtier to play this card.
AOF110	Using the Land	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-UsingTheLandMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-UsingTheLandMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	3								c			<B>Battle:</B> Bow one of your Samurai in the current battle with more than 2 Chi to destroy a Region or Fortification attached to the current Province.
AOF082	Blue Skies	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-BlueSkiesMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-BlueSkiesMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	1								c			<B>Immediate Terrain.</B> <BR><B>Political Battle:</B> Actions may not be canceled and challenges may not be refused.
AOF092	Moment in the Sun	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-MomentInTheSunMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-MomentInTheSunMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	3								r			<B>Battle:</B> Target one of your defending Personalities. Take a more-experienced version of the Personality from your Dynasty deck and overlay it as if during the Dynasty Phase, paying any costs.
AOF095	Know the Enemy	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-KnowTheEnemyMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-KnowTheEnemyMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	2								r			<B>Reaction:</B> When a Battle Action card is played, bow one of your Tacticians in the current battle and discard a card from your hand with a higher Focus value to cancel the action. No copies of the canceled action may be played by any player until after the end of the turn. <I>(Copies may still be used for their Focus values.)</I> This is a use of the <B>Tactician</B> trait.
AOF104	Show No Fear	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ShowNoFearMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ShowNoFearMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	3								c			<B>Reaction:</B> Play when a Fear effect targets one of your units led by a Personality with a Personal Honor greater than 1 to negate the Fear and give the Personality and all Followers in the unit +1F.
AOF120	Yoshimitsu no Yokai	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-YoshimitsuNoYokaiMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-YoshimitsuNoYokaiMaster.jpg	default	Ancestor	AOF	AOF	playerNDynasty	shadowlands	open gold	0	3	0	+1	-	0				r			<B>Shadowlands Ancestor. Unique. Shadowlands.</B> Destroy Yoshimitsu if its Personality is not Shadowlands. <BR><B>Reaction:</B> Bow and destroy this Personality to negate all effects of an Action card or Event card which always targets or affects only Shadowlands cards.
AOF006	A New Legacy	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ANewLegacyMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ANewLegacyMaster.jpg	default	Event	AOF	AOF	playerNDynasty		open gold										r			Permanently increase the Gold Cost of all Experienced Personalities in the game by 2.
Diamond021	Poetry Contest	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-PoetryContestMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-PoetryContestMaster.jpg	default	Event	AOF	AOF	playerNDynasty		open gold diamond										f			Beginning with the player to your left and proceeding in turn order, each player has one chance to bow a Poet or Courtier Personality he controls. The Personality with the single highest Personal Honor, if any, gains 4 Honor. All other players who bowed a Personality gain 1 Honor.
AOF004	The Oracle Awakens	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TheOracleAwakensMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TheOracleAwakensMaster.jpg	default	Event	AOF	AOF	playerNDynasty		open gold										r			Target a Monk Personality and a Shugenja Personality controlled by different players. One issues an unrefusable challenge to the other. If you control either, that one is the challenger. Otherwise, the one with higher Chi is the challenger, with you deciding in the case of a tie.
AOF125	The First Legion	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TheFirstLegionMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TheFirstLegionMaster.jpg	fate	Follower	AOF	AOF	playerNFate		open gold	6	3	4	+1	-	4				r			<B>Unique.</B> <BR>Waive the First Legion's Honor Requirement when attaching it to a <B>Daimyo</B> or <B>Champion</B> Personality. Destroy the First Legion if this Personality is dishonored.
Diamond344	Hiruma Archers	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-HirumaArchersMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-HirumaArchersMaster.jpg	fate	Follower	AOF	AOF	playerNFate		open gold diamond	6	3	3	0	-	1				c			<B>Battle:</B> Bow Hiruma Archers for a Ranged 2 Attack. <BR><B>Battle:</B> Bow Hiruma Archers for a Ranged 4 Attack if attached to a Crab Clan Personality.
AOF016	Benefactor	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-BenefactorMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-BenefactorMaster.jpg	default	Holding	AOF	AOF	playerNDynasty		open gold	2									c			<b>Retainer.</b> <br>You must discard the Imperial Favor as a cost of bringing Benefactor into play. <br>Bow to produce 2 Gold. <br>Bow and destroy the Benefactor to produce 6 Gold.
AOF015	Ancestral Shrine	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-AncestralShrineMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-AncestralShrineMaster.jpg	default	Holding	AOF	AOF	playerNDynasty		open gold	2									c			Bow to produce 2 Gold plus 1 Gold for each of your Ancestors.
AOF021	Inner Wall	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-InnerWallMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-InnerWallMaster.jpg	default	Holding	AOF	AOF	playerNDynasty		open gold	2									c			<B>Fortification.</B> <BR><B>Battle:</B> Bow one of your defending Personalities to bow an opposing Follower or an opposing Personality with no Followers.
AOF136	Elegant Kimono	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ElegantKimonoMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ElegantKimonoMaster.jpg	fate	Item	AOF	AOF	playerNFate		open gold	1	3	+0	+0						u			This Personality may lobby for the Imperial Favor as though your Family Honor were five points higher.
AOF137	Sun Kites	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-SunKitesMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-SunKitesMaster.jpg	fate	Item	AOF	AOF	playerNFate		open gold	0	2	+0	+0						u			<B>Nemuranai.</B> <BR><B>Reaction:</B> Bow and destroy Sun Kites before a Ranged Attack destroys one or more cards in this unit <I>(including this Personality)</I> to produce a Ranged Attack of equal strength targeting one Personality or Follower which contributed to the original Ranged Attack. This may target a Personality who has Followers.
AOF134	Blacksteel Blade	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-BlacksteelBladeMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-BlacksteelBladeMaster.jpg	fate	Item	AOF	AOF	playerNFate		open gold	2	1	+2	-2						c			<B>Weapon.</B>
Diamond397	Daikyu	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-DaikyuMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-DaikyuMaster.jpg	fate	Item	AOF	AOF	playerNFate		open gold diamond	3	1	+0	+0						u			<B>Weapon</B> <BR>Only Cavalry Personalities may attach Daikyu. <BR><B>Battle:</B> Bow Daikyu for a Ranged 3 Attack.
AOF141	Yakamo's Armor	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-YakamosArmorMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-YakamosArmorMaster.jpg	fate	Item	AOF	AOF	playerNFate		open gold	4	3	+2	+0						r			<B>Unique.</B> <BR>May only attach to a <B>Samurai</B>. This Samurai gains +4 Yu while Yakamo's Armor is attached.
AOF133	Armor of Shadows - exp	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ArmorOfShadowsExpMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ArmorOfShadowsExpMaster.jpg	fate	Item	AOF	AOF	playerNFate		open gold	8	4	+1	+1						r			<B>Experienced Armor of the Shadow Warrior. Unique. Shadowlands.</B> <BR>This Personality permanently gains the <B>Shadowlands</B> trait when Armor of Shadows attaches. Cards in this unit may not be the target of spell effects or innate abilities.
AOF140	Sun Tao's Tessen	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-SunTaosTessenMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-SunTaosTessenMaster.jpg	fate	Item	AOF	AOF	playerNFate		open gold	1	3	+0	+1						r			<B>Reaction:</B> Bow Sun Tao's Tessen after this Personality uses the <B>Tactician</B> trait to give another Personality in this army +1F.
AOF145	The Calm of Shinsei	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TheCalmOfShinseiMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TheCalmOfShinseiMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	3								u			<B>Kiho Battle:</B> Bow one of your Monks to send home, without bowing, an opposing Personality whose Chi is less than or equal to the Monk's Chi.
AOF143	Kharmic Unison	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-KharmicUnisonMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-KharmicUnisonMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	3								c			<B>Kiho Battle:</B> Bow one of your Shugenja or Monks to target a unit. Cards in that unit cannot contribute more than their printed Force to their units' Force totals during the current battle's resolution.
Lotus389	Written in Blood	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-WrittenInBloodMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-WrittenInBloodMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold diamond lotus	0	2								r			<b>Kiho Maho Open:</b> Target and bow a Shugenja or Monk you control: Target a Personality. Lose 3 Honor. Give the Personality -1C, or -2C if he is in an army.
AOF144	Remember the Mountain	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-RememberTheMountainMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-RememberTheMountainMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	4								c			<B>Kiho Elemental Battle:</B> Bow one of your Shugenja or Monks to send a bowed or unbowed Personality in your army home from the current battle. Straighten all cards in the Personality's unit.
AOF031	Kaiu Ryojiro	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-KaiuRyojiroMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-KaiuRyojiroMaster.jpg	default	Personality	AOF	AOF	playerNDynasty	crab	open gold	7		3	2	2	1				c			<B>Crab Clan Engineer.</B> <BR>All Crab Clan Samurai Personalities in a defending army with Ryojiro gain +2 Yu. This bonus cannot raise a Samurai's Yu higher than his or her Force.
AOF071	Usagi Ozaki	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-UsagiOzakiMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-UsagiOzakiMaster.jpg	default	Personality	AOF	AOF	playerNDynasty		open gold	6		2	3	1	3				r			<B>Unaligned Hare Clan Daimyo. Samurai. Unique.</B> <BR>Ozaki gains +2F/+2C while facing one or more Scorpion or Kolat Personalities in a battle or duel.
AOF066	Otomo Motoshi	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-OtomoMotoshiMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-OtomoMotoshiMaster.jpg	default	Personality	AOF	AOF	playerNDynasty		open gold	*		0	3	2	0				c			<B>Unaligned Courtier.</B> <BR>Motoshi's printed Gold cost is equal to your Stronghold's printed Gold Production. Motoshi swears fealty to your Faction after he is brought into play.
AOF056	Bayushi Paneki - exp	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-BayushiPanekiExpMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-BayushiPanekiExpMaster.jpg	default	Personality	AOF	AOF	playerNDynasty	scorpion	open gold	11		4	5	0	-				r			<B>Scorpion Clan Defender of the Empire. Samurai. Tactician. Experienced. Unique.</B> Ignore Honor Requirements when attaching Followers to Paneki. <BR><B>Battle:</B> Once per battle, move a Scorpion Clan Personality into this battle.
Diamond071	Hida Sunao	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-HidaSunaoMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-HidaSunaoMaster.jpg	default	Personality	AOF	AOF	playerNDynasty	crab	open gold diamond	10		5	3	1	2				c			<B>Crab Clan Samurai &#8226; Yu 3</B> <BR><B>Reaction:</B> After the end of a battle Sunao was in during resolution, discard a card to straighten him.
AOF077	Coastal Region	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-CoastalRegionMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-CoastalRegionMaster.jpg	default	Region	AOF	AOF	playerNDynasty		open gold										u			<B>Naval</B> Personalities gain +3F while in a battle at this Province.
AOF078	Ruins of the Kappa	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-RuinsOfTheKappaMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-RuinsOfTheKappaMaster.jpg	default	Region	AOF	AOF	playerNDynasty		open gold										r			<B>Unique.</B> <BR>Crab Clan Personalities gain +1C while defending this Province. <BR><B>Open:</B> Destroy the Ruins of the Kappa to prevent any players from assigning any attacking units to this Province this turn.
AOF150	Know the Truth	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-KnowTheTruthMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-KnowTheTruthMaster.jpg	fate	Spell	AOF	AOF	playerNFate		open gold	1	2								r			<B>Limited Air Elemental:</B> Bow this Shugenja to force a target player to show all Followers and Items in his or her hand to all players.
AOF147	Cascading Fire	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-CascadingFireMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-CascadingFireMaster.jpg	fate	Spell	AOF	AOF	playerNFate		open gold	5	4								c			<B>Elemental Battle:</B> Bow this Shugenja for a Ranged 6 Attack. <BR><B>Elemental Battle:</B> Bow this Shugenja for two consecutive Ranged 3 Attacks that cannot be combined. <BR><B>Elemental Battle:</B> Bow this Shugenja for six consecutive Ranged 1 Attacks that cannot be combined.
AOF152	The Masters Imprisoned	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TheMastersImprisonedMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TheMastersImprisonedMaster.jpg	fate	Spell	AOF	AOF	playerNFate		open gold	6	2								r			<B>Unique.</B> <BR><B>Elemental Limited:</B> Bow and remove this Shugenja from the game to remove a unit from the game until the start of your next turn. No entering-play effects are generated when the unit returns to play.
AOF149	Follow the Path	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-FollowThePathMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-FollowThePathMaster.jpg	fate	Spell	AOF	AOF	playerNFate		open gold	3	3								u			<B>Battle:</B> Bow this Shugenja to move a Follower from one Personality to another controlled by the same player.
AOF151	Quench the Ashes	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-QuenchTheAshesMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-QuenchTheAshesMaster.jpg	fate	Spell	AOF	AOF	playerNFate		open gold	1	4								r			<B>Maho Limited:</B> Bow this Shugenja and destroy this Spell to take a destroyed Spell card from another player's discard pile and attach it to this Shugenja. Dishonor this Shugenja. Lose 3 Honor.
AOF148	Consecrate the Land	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ConsecrateTheLandMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ConsecrateTheLandMaster.jpg	fate	Spell	AOF	AOF	playerNFate		open gold	3	2								c			<B>Limited:</B> Bow this Shugenja and destroy this Spell to permanently raise the Gold production of a Mine by 2.
AOF070	Miya Hatori	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-MiyaHatoriMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-MiyaHatoriMaster.jpg	default	Personality	AOF	AOF	playerNDynasty		open gold	6		0	3	2	-				r			<B>Unaligned Courtier. Historian. Unique.</B> <BR><B>Political Limited:</B> Bow Hatori and shuffle him into your Dynasty deck to take the Imperial Favor. Discard all cards attached to Hatori. This is considered a lobbying attempt.
AOF114	Word of the Anvil	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-WordOfTheAnvilMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-WordOfTheAnvilMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	2								r			<B>Political Reaction:</B> Discard the Imperial Favor before a player gains or loses Honor to negate the gain or loss. <BR><B>Political Reaction:</B> When your turn begins, discard the Imperial Favor to name a phase. Until your next turn begins, reduce all Honor gains by half, rounded down, during that phase of each player's turn.
Promo030	Zokusei	legend-of-the-five-rings/promotional/LegendOfTheFiveRings-Promotional-ZokuseiMaster.jpg	legend-of-the-five-rings/promotional/LegendOfTheFiveRings-Promotional-ZokuseiMaster.jpg	default	Personality	Promotional	Promo	playerNDynasty		open gold	3		0	2	1	-				p	Diana Vick	"Victory shows the blessings of the kami."	<b>Unaligned Shugenja</b>
Promo025	The Council Reforms	legend-of-the-five-rings/promotional/LegendOfTheFiveRings-Promotional-TheCouncilReformsMaster.jpg	legend-of-the-five-rings/promotional/LegendOfTheFiveRings-Promotional-TheCouncilReformsMaster.jpg	default	Event	Promotional	Promo	playerNDynasty		open gold										p	Tom Biondolillo	"Five children swore to Isawa that they would guide the clan. Five elements comprise the universe. Five seats shall the council remain." - The Council of Masters	For the rest of the game, each Unique Shugenja Personality gains the ability "<b>Limited</b>: Once per turn, discard a card from your hand to bow a Samurai with Force less than the card's Focus value."
