databaseId	name	imageUrl	cardBack	type	set	legal	rarity	keywords	alignment	affiliation	cost	asset	attack	armor	structure	speed	mass	armament	text	loadGroupId
alWSP-105AF.jpg	Wasp LAM (WSP-105) AeroFighter	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-WaspLAMWSP105AeroFighter.jpg	default	Unit	btt2-lams	0	N/A	LAM - AeroFighter - Restricted	Inner Sphere	Inner Sphere	0+2A+2P		1	0	4	Slow	30	ML, SRM 2	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Long-Range 1 (If WSP-105 is blocked, it may deal 1 of its damage to the target). Maneuver 1: +1 attack (usable only against engaged Units) or prevent 1 damage. This card begins the game outside the play area and does not count for deck construction.	playerNStockpile
alS-YR-1Lchase.jpg	Yurei LAM (S-YR-1L) Chase	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-YureiLAMSYR1LChase.jpg	default	Unit	btt2-lams	0	N/A	LAM - Restricted	Inner Sphere	Word of Blake	4+3A+2P		*	*	*		40	CERLL, 2 CERML	When activated, move this card immediately to the Patrol Region, and replace it with the matching MODE card. If the MODE card leaves play, replace it with this card. You may flip the MODE card during your Missions phase but not during a mission. You may not flip the MODE card if it has any counters or is tapped or depleted. MODE cards may not have Pilots or Enhancements. Restricted (a deck may only have one copy of this card)	playerNStockpile
alS-YR-1LMech.jpg	Yurei LAM (S-YR-1L) Mech	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-YureiLAMSYR1LMech.jpg	default	Unit	btt2-lams	0	N/A	LAM - Mech - Restricted	Inner Sphere	Word of Blake	4+2A+2M+2P		4	1	5	Moderate	40	CERLL, 2 CERML	Long-Range 1 (If S-YR-1L is blocked, it may deal 1 of its damage to the target). Jump (-1 attack: +1 initiative). VTOL (Units with VTOL cannot be blocked by patrolling Units without VTOL). If S-YR-1L takes structure damage during battle, roll a die: on a 5-6, scrap S-YR-1L. This card begins the game outside the play area and does not count for deck construction.	playerNStockpile
alS-YR-1LAF.jpg	Yurei LAM (S-YR-1L) AeroFighter	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-YureiLAMSYR1LAeroFighter.jpg	default	Unit	btt2-lams	0	N/A	LAM - AeroFighter - Restricted	Inner Sphere	Word of Blake	4+2A+2M+2P		4	1	5	Slow	40	CERLL, 2 CERML	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Long-Range 2 (If S-YR-1L is blocked, it may deal 2 of its damage to the target). Maneuver 1: +1 attack (usable only against engaged Units) or prevent 1 damage. This card begins the game outside the play area and does not count for deck construction.	playerNStockpile
mAcquiringResources_JI_R.jpg	Acquiring Resources	battletech-tactics-2/btt2-exp-jihad/BattletechTactics2-Btt2ExpJihad-AcquiringResources.jpg	default	Mission	btt2-exp-Jihad	3	Rare		Clan	Diamond Shark									Play only if attacking a Stockpile and only if unblocked and you have Logistics in play. Each engaged Unit gains a loot counter. During your next Deploy phase, remove all loot counters from Units you control and gain {R}{R} for each loot counter removed.	playerNStockpile
mAdvanceInEchelon_SW_U.jpg	Advance in Echelon	battletech-tactics-2/btt2-exp-succession-wars/BattletechTactics2-Btt2ExpSuccessionWars-AdvanceInEchelon.jpg	default	Mission	btt2-exp-Succession-Wars	4	Uncommon		Generic										+1 initiative. You lose initiative. Each of your engaged Units gains +1 attack. Your opponent may not play further Mission cards during this mission.	playerNStockpile
mAggressiveScouting_LU_C.jpg	Aggressive Scouting	battletech-tactics-2/btt2-exp-luthien/BattletechTactics2-Btt2ExpLuthien-AggressiveScouting.jpg	default	Mission	btt2-exp-Luthien	3	Common		Clan	Clan									Play only during a mission where you attack a site other than the Stockpile. All your Fast Units may deal all their damage to the target. If the target is a card under construction, reveal it.	playerNStockpile
mAirSupport_SC_U.jpg	Air Support	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-AirSupport.jpg	default	Mission	btt2-exp-Schism	3	Uncommon		Inner Sphere	Inner Sphere									Play only during a battle where you have at least one AeroFighter or VTOL engaged, and at least one non-AeroFighter or VTOL engaged. Prevent 1 damage to each of your Units. Choose two of your Units. They each get +2 attack.	playerNStockpile
mAmmoCook-Off_SW_C.jpg	Ammo Cook-Off	battletech-tactics-2/btt2-exp-succession-wars/BattletechTactics2-Btt2ExpSuccessionWars-AmmoCookOff.jpg	default	Mission	btt2-exp-Succession-Wars	4	Common		Generic										Play only during a battle, and only if you have Munitions in play. Your engaged Units with Alpha Strike each gain +1 attack and do not deplete when using Alpha Strike.	playerNStockpile
mAmmoDrop_SW_C.jpg	Ammo Drop	battletech-tactics-2/btt2-exp-succession-wars/BattletechTactics2-Btt2ExpSuccessionWars-AmmoDrop.jpg	default	Mission	btt2-exp-Succession-Wars	4	Common		Generic										Play only during a battle, and only if you have Munitions in play. Your engaged Units do not deplete when using Alpha Strike.	playerNStockpile
mArmorBreach_SW_U.jpg	Armor Breach	battletech-tactics-2/btt2-exp-succession-wars/BattletechTactics2-Btt2ExpSuccessionWars-ArmorBreach.jpg	default	Mission	btt2-exp-Succession-Wars	4	Uncommon		Inner Sphere	Kurita Marik Steiner									Choose an opposing Unit. If that Unit receives structure damage, roll a die: 1-2: draw a card 3-4 double all damage counters put on that Unit this mission 5-6 scrap that Unit	playerNStockpile
mAtAnyCost_SC_U.jpg	At Any Cost	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-AtAnyCost.jpg	default	Mission	btt2-exp-Schism	3	Uncommon		Inner Sphere	Kurita Liao Word of Blake									Play only during battle. Choose a Unit you control and a Unit opponent controls. Opponent's Unit receives X damage where X is equal to your Unit's base attack. Scrap your Unit at the end of the mission.	playerNStockpile
mAttackFromTheRear_XS_R.jpg	Attack from the Rear	battletech-tactics-2/btt2-exp-xin-sheng/BattletechTactics2-Btt2ExpXinSheng-AttackFromTheRear.jpg	default	Mission	btt2-exp-Xin-Sheng	3	Rare		Inner Sphere	Liao									Play only when you attack with two or more Units, and you have Tactics in play. Choose one of your Units. That Unit deals all its damage to the target.	playerNStockpile
mAwaitingOrders_HU_R.jpg	Awaiting Orders	battletech-tactics-2/btt2-exp-huntress/BattletechTactics2-Btt2ExpHuntress-AwaitingOrders.jpg	default	Mission	btt2-exp-Huntress	3	Rare		Inner Sphere	Davion									Play only during a battle, and only if you won initiative. Take a Mission card from your Scrapheap and put it in your hand. If you play another Mission card during this battle, all your Davion affiliated Units get +1 attack. Affiliations granted by Alliances do not count for this effect.	playerNStockpile
mBackup_SW_C.jpg	Backup	battletech-tactics-2/btt2-exp-succession-wars/BattletechTactics2-Btt2ExpSuccessionWars-Backup.jpg	default	Mission	btt2-exp-Succession-Wars	4	Common		Inner Sphere	Inner Sphere									Play only when attacking or blocking with a Vehicle. Each Unit in your group gets +1 attack and all your Vehicles ignore scrapping rolls for this mission.	playerNStockpile
mBareKnuckles_NA_R.jpg	Bare Knuckles	battletech-tactics-2/btt2-exp-battle-of-new-avalon/BattletechTactics2-Btt2ExpBattleOfNewAvalon-BareKnuckles.jpg	default	Mission	btt2-exp-Battle-of-New-Avalon	3	Rare		Inner Sphere	Wolf's Dragoons									Play only during a battle where both players only have one Unit engaged. Opponent�s Unit gains -X armor, where X is its base armor. Your Unit gets +2 attack.	playerNStockpile
mBatteryFirePlan_SW_R.jpg	Battery Fire Plan	battletech-tactics-2/btt2-exp-succession-wars/BattletechTactics2-Btt2ExpSuccessionWars-BatteryFirePlan.jpg	default	Mission	btt2-exp-Succession-Wars	4	Rare		Inner Sphere	Rasalhague									Artillery cards you control may use their abilities during this mission. All damage dealt by their abilities this mission increases by 2X where X is their abilities� printed damage value.	playerNStockpile
mBattleArmorDrop_BU_R.jpg	Battle Armor Drop	battletech-tactics-2/btt2-exp-bulldog/BattletechTactics2-Btt2ExpBulldog-BattleArmorDrop.jpg	default	Mission	btt2-exp-Bulldog	3	Rare		Generic										Play only during a mission before blockers are declared, and only if you have Logistics in play. For each VTOL in your group, one Battle Armor in the group gains the VTOL's speed and the VTOL ability for the duration of the mission.	playerNStockpile
mBigFriends_CW_R.jpg	Big Friends	battletech-tactics-2/btt2-exp-civil-war/BattletechTactics2-Btt2ExpCivilWar-BigFriends.jpg	default	Mission	btt2-exp-Civil-War	3	Rare		Inner Sphere	Steiner									Play only when you have at least one >= 80 ton Mech engaged. All your Units gain +1 attack and your Vehicles do not roll for scrapping.	playerNStockpile
mBlackOpsAssault_HU_C.jpg	Black Ops Assault	battletech-tactics-2/btt2-exp-huntress/BattletechTactics2-Btt2ExpHuntress-BlackOpsAssault.jpg	default	Mission	btt2-exp-Huntress	3	Common		Inner Sphere	Inner Sphere									Play only during a mission where you are attacking a Command card or card under construction, and only if you have Politics in play. Each Unit in your attacking group gains AP 3.	playerNStockpile
mBlackOpsSupport_BU_C.jpg	Black Ops Support	battletech-tactics-2/btt2-exp-bulldog/BattletechTactics2-Btt2ExpBulldog-BlackOpsSupport.jpg	default	Mission	btt2-exp-Bulldog	3	Common		Inner Sphere	Inner Sphere									Choose an engaged Unit. That Unit takes 2 damage or gains -2 attack.	playerNStockpile
mBladeoftheJadeFalcon_XS_R.jpg	Blade of the Jade Falcon	battletech-tactics-2/btt2-exp-xin-sheng/BattletechTactics2-Btt2ExpXinSheng-BladeOfTheJadeFalcon.jpg	default	Mission	btt2-exp-Xin-Sheng	3	Rare		Clan	Jade Falcon									Play only during a battle. When you assign damage this battle, you cannot have more than two Mechs deal damage to any given opposing Unit. Each Unit you control gains +1 attack. Each Mech you control gains an additional +1 attack.	playerNStockpile
mBlindingRage_LU_U.jpg	Blinding Rage	battletech-tactics-2/btt2-exp-luthien/BattletechTactics2-Btt2ExpLuthien-BlindingRage.jpg	default	Mission	btt2-exp-Luthien	3	Uncommon		Clan	Ghost Bear Hell's Horses Smoke Jaguar									Play only during a battle. Choose an engaged Unit you control. This Unit gains +4 attack. Scrap this Unit at the end of the mission.	playerNStockpile
mBogiesHeadedYours_LU_C.jpg	Bogies Headed Yours!	battletech-tactics-2/btt2-exp-luthien/BattletechTactics2-Btt2ExpLuthien-BogiesHeadedYours.jpg	default	Mission	btt2-exp-Luthien	3	Common		Generic										Play only when blocking with AeroFighters. Your AeroFighters . do not deplete at the end of the mission.	playerNStockpile
mBringUpTheBigGuns_XS_R.jpg	Bring Up the Big Guns	battletech-tactics-2/btt2-exp-xin-sheng/BattletechTactics2-Btt2ExpXinSheng-BringUpTheBigGuns.jpg	default	Mission	btt2-exp-Xin-Sheng	3	Rare		Clan	Hell's Horses									Play only during a battle. Each of your engaged Units gets +1 attack and +1 armor. Your engaged Vehicles do not roll for scrapping this battle.	playerNStockpile
mBuyingTime_BU_U.jpg	Buying Time	battletech-tactics-2/btt2-exp-bulldog/BattletechTactics2-Btt2ExpBulldog-BuyingTime.jpg	default	Mission	btt2-exp-Bulldog	3	Uncommon		Universal	Rasalhague St. Ives Wolf-in-Exile									Play only when blocking. Each of your blocking Units gains +1 attack. For each of your engaged Units that is not scrapped during the battle, draw a card or gain an additional deployment during your next Deploy phase.	playerNStockpile
mC3NetworkSpotter_SC_U.jpg	C3 Network Spotter	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-C3NetworkSpotter.jpg	default	Mission	btt2-exp-Schism	3	Uncommon		Inner Sphere	Inner Sphere									Engaged Units you control may use C3 and C3i as if you control an additional engaged Unit with C3 and C3i. Roll a die: 1-2: no effect. 3-6: return this card to your hand	playerNStockpile
mCantGetemOffMySix_LU_U.jpg	Can't Get 'Em Off My Six!	battletech-tactics-2/btt2-exp-luthien/BattletechTactics2-Btt2ExpLuthien-CantGetEmOffMySix.jpg	default	Mission	btt2-exp-Luthien	3	Uncommon		Generic										Play only during a battle. Choose an AeroFighter you control. It gains +1 attack, and "Maneuver 3: +3 attack (usable only against engaged Units), or prevent 3 damage"	playerNStockpile
mCaughtFromBehind_SW_R.jpg	Caught from Behind	battletech-tactics-2/btt2-exp-succession-wars/BattletechTactics2-Btt2ExpSuccessionWars-CaughtFromBehind.jpg	default	Mission	btt2-exp-Succession-Wars	4	Rare		Inner Sphere	Wolf's Dragoons									Play only during a battle where the target is an opposing Unit. Deplete that Unit before damage is assigned. You must have 2 Initiative to play this card. It counts as playing 2 Mission cards.	playerNStockpile
mCaughtInTheFieldOfFire_LU_R.jpg	Caught In the Field of Fire	battletech-tactics-2/btt2-exp-luthien/BattletechTactics2-Btt2ExpLuthien-CaughtInTheFieldOfFire.jpg	default	Mission	btt2-exp-Luthien	3	Rare		Clan	Jade Falcon Wolf									Play only during battle. Each of your Mechs gains +1 attack. Each of your Fast Mechs gains an additional +1 attack. Prevent 1 damage to each of your Fast Mechs.	playerNStockpile
mCaughtintheOpen_JI_R.jpg	Caught In the Open	battletech-tactics-2/btt2-exp-jihad/BattletechTactics2-Btt2ExpJihad-CaughtInTheOpen.jpg	default	Mission	btt2-exp-Jihad	3	Rare		Inner Sphere	Comstar									Play only during a battle. All opposing Units get -1 attack or all opposing Units get -1 armor (your choice).	playerNStockpile
mChargetherear_HU_C.jpg	Charge The Rear	battletech-tactics-2/btt2-exp-huntress/BattletechTactics2-Btt2ExpHuntress-ChargeTheRear.jpg	default	Mission	btt2-exp-Huntress	3	Common		Generic										Play only when attacking any target other than the Stockpile. Choose any blocking Unit and remove it from the battle.	playerNStockpile
mCloseFast-HitHard_LU_C.jpg	Close Fast - Hit Hard	battletech-tactics-2/btt2-exp-luthien/BattletechTactics2-Btt2ExpLuthien-CloseFastHitHard.jpg	default	Mission	btt2-exp-Luthien	3	Common		Inner Sphere	Inner Sphere									Play only during a battle with one Unit on each side. After dealing damage, double the number of damage counters on the opposing Unit.	playerNStockpile
mCloseQuarters_LU_C.jpg	Close Quarters	battletech-tactics-2/btt2-exp-luthien/BattletechTactics2-Btt2ExpLuthien-CloseQuarters.jpg	default	Mission	btt2-exp-Luthien	3	Common		Generic										Play only when blocking. Each engaged Unit gets -2 attack during the battle.	playerNStockpile
mCollateralDamage_CW_C.jpg	Collateral Damage	battletech-tactics-2/btt2-exp-civil-war/BattletechTactics2-Btt2ExpCivilWar-CollateralDamage.jpg	default	Mission	btt2-exp-Civil-War	3	Common		Generic										Play only when attacking the Stockpile and only when unblocked. For every 2 damage dealt to the Stockpile this mission, Collateral Damage deals 1 additional damage to the Stockpile. After damage has been resolved this mission, for every point of damage Collateral Damage dealt to opponent�s Stockpile, scrap a card from your Stockpile.	playerNStockpile
mCombinedArms_JI_U.jpg	Combined Arms	battletech-tactics-2/btt2-exp-jihad/BattletechTactics2-Btt2ExpJihad-CombinedArms.jpg	default	Mission	btt2-exp-Jihad	3	Uncommon		Universal	Davion Hell's Horses Word of Blake									Play only during a mission where you have at least 2 different types of Units engaged. Choose one engaged Unit of each type. Chosen Units get +2 attack. One of your Units scrapped this mission may be taken from the Scrapheap and put into your hand.	playerNStockpile
mConcentratedFire_NA_R.jpg	Concentrated Fire	battletech-tactics-2/btt2-exp-battle-of-new-avalon/BattletechTactics2-Btt2ExpBattleOfNewAvalon-ConcentratedFire.jpg	default	Mission	btt2-exp-Battle-of-New-Avalon	3	Rare		Clan	Star Adder Steel Viper									Play only when attacking, and only during a battle. Choose up to 2 Star Adder or Steel Viper affiliated Units you control, they join the battle. Tap them if not already tapped. If they are already tapped, deplete them at the end of the battle. Affiliations granted by Alliances do not count for this effect.	playerNStockpile
