databaseId	name	imageUrl	cardBack	type	category	set	officialSet	brigade	strength	toughness	class	identifier	rarity	reference	alignment	legality	text	loadGroupId
LoC__LoC_234-Call-Me-Mara	Call Me “Mara” (LoC)	redemption/loc/Redemption-LoC-CallMeMaraLoC.jpg	default	Evil Enhancement	Evil Enhancement	LoC	Lineage of Christ	Gray	1	3			Common	Ruth 1:20	Evil	Rotation	Opponent must underdeck a good card from hand. You may underdeck a good card in battle. Cannot be prevented.	playerNDeck
TEC__Call_to_Macedonia	Call to Macedonia	redemption/tec/Redemption-TEC-CallToMacedonia.jpg	default	Good Enhancement	Good Enhancement	TEC	Early Church	Clay	1	6		Based on Prophecy	Common	Acts 16:9	Good	Rotation	If an O.T. Evil Character is in battle, you may choose a N.T. Evil Character to block.	playerNDeck
GoC__226-Callous-Conspirators	Callous Conspirators (GoC)	redemption/goc/Redemption-GoC-CallousConspiratorsGoC.jpg	default	Evil Character	Evil Character	GoC	Gospel of Christ	Gray	10	12		Generic, Pharisee	Common	Mark 3:2	Evil	Rotation	Select a brigade. You may play a meek Lost Soul from deck to protect this card from selected brigade. After battle, you may underdeck a meek Lost Soul. Cannot be prevented.	playerNDeck
RoA__Canaan_(RA2)	Canaan	redemption/roa/Redemption-RoA-Canaan.jpg	default	Site	Site	RoA	Rock of Ages	Purple					Fixed	Leviticus 18:3	Neutral		Protect Canaanites in your territory from conversion. You may discard this Site and give an opponent a black Canaanite to capture a Hero in that territory.	playerNDeck
FoM__029-Canaan-the-Cursed	Canaan, the Cursed	redemption/fom/Redemption-FoM-CanaanTheCursed.jpg	default	Evil Character	Evil Character	FoM	Fall of Man	Black	5	6		Canaanite	Common	Genesis 9:25	Evil	Rotation	You may take a Canaanite human or Site from deck. If a Curse is active, you may give a Canaanite to opponent's territory to take an Enhancement from opponent's discard pile. Cannot be interrupted.	playerNDeck
FoM__085-Canaanite-Wives	Canaanite Wives	redemption/fom/Redemption-FoM-CanaaniteWives.jpg	default	Evil Character	Evil Character	FoM	Fall of Man	Black/Brown	5	4		Canaanite, Generic	Common	Judges 3:5-6	Evil	Rotation	If a Canaanite Site is in play, you may topdeck an idol from Reserve. If an idol is active, capture abilities on evil cards cannot be negated.	playerNDeck
LoC__LoC_198-Captain-of-the-Chariots-R	Captain of the Chariots (LoC)	redemption/loc/Redemption-LoC-CaptainOfTheChariotsLoC.jpg	default	Evil Character	Evil Character	LoC	Lineage of Christ	Gray	9	10	Warrior	Generic, Syrian	Rare	I Kings 22:31	Evil	Rotation	If blocking, you may equip an evil weapon from Reserve to draw 2. If you do not, you may choose a good king to attack. Cannot be negated if a Syrian king is in play.	playerNDeck
GoC__179-Captain-of-the-Guard	Captain of the Guard (GoC)	redemption/goc/Redemption-GoC-CaptainOfTheGuardGoC.jpg	default	Evil Character	Evil Character	GoC	Gospel of Christ	Black	7	7	Warrior	Generic, Sadducee	Common	John 18:12	Evil	Rotation	You may play a Sadducee warrior from Reserve (or deck if you control a meek Lost Soul). May band to a Sadducee warrior. Cannot be interrupted.	playerNDeck
Pmo-P2__Captain-of-the-Host-2016-P	Captain of the Host (2016 Promo)	redemption/pmo-p2/Redemption-PmoP2-CaptainOfTheHost2016Promo.jpg	default	Hero	Hero	Pmo-P2	Promo	Silver	10	10			Promo	Joshua 5:14	Good	Rotation	Negate all special abilities (except band abilities) on Enhancements and other characters.	playerNDeck
Pmo-P2__Captain-of-the-Host-2020-P	Captain of the Host (2020 Promo)	redemption/pmo-p2/Redemption-PmoP2-CaptainOfTheHost2020Promo.jpg	default	Hero	Hero	Pmo-P2	Promo	Silver	10	10			Promo	Joshua 5:14	Good	Rotation	Negate all special abilities (except band abilities) on Enhancements and other characters.	playerNDeck
Ki__Captain_of_the_Host_(Ki)	Captain of the Host (Ki)	redemption/ki/Redemption-Ki-CaptainOfTheHostKi.jpg	default	Hero	Hero	Ki	Kings	Silver	10	10	Warrior		Rare	Joshua 5:14	Good		Negate all non-weapon class special abilities except banding.	playerNDeck
PoC__054-Captain-of-the-Host-R	Captain of the Host (PoC)	redemption/poc/Redemption-PoC-CaptainOfTheHostPoC.jpg	default	Hero	Hero	PoC	Prophecies of Christ	Silver	11	12	Warrior	X = # of your Joshua Heroes	Rare	Joshua 5:14	Good	Rotation	You may draw X (limit 3). Negate an evil card in play or a set-aside area. May band to a Joshua Hero or an O.T. angel warrior. Cannot be negated.	playerNDeck
RR__110-Captain-of-the-Host	Captain of the Host (Roots)	redemption/rr/Redemption-RR-CaptainOfTheHostRoots.jpg	default	Hero	Hero	RR	Roots	Silver	10	10	Warrior	Angel, Prophet		Joshua 5:14	Good	Rotation	Negate all special abilities (except band abilities) on Enhancements and other characters.	playerNDeck
War__Captain_of_the_Host_(Wa)	Captain of the Host (Wa)	redemption/war/Redemption-War-CaptainOfTheHostWa.jpg	default	Hero	Hero	War	Warriors	Silver	10	10			Rare	Joshua 5:14	Good		Interrupt and prevent all special abilities except banding.  Fight by the numbers.	playerNDeck
Pri__Captain_of_the_Temple_Guard_(Pi)	Captain of the Temple Guard	redemption/pri/Redemption-Pri-CaptainOfTheTempleGuard.jpg	default	Evil Character	Evil Character	Pri	Priests	Black	6	5	Warrior	Generic, Sadducee	Common	Acts 4:1	Evil		Evil capture abilities cannot be negated if you have Jerusalem or Herod's Temple Site in play.	playerNDeck
IR__114-Captain-Potiphar	Captain Potiphar	redemption/ir/Redemption-IR-CaptainPotiphar.jpg	default	Evil Character	Evil Character	IR	Israel's Rebellion	Pale Green	11	9	Warrior	Egyptian	Common	Genesis 39:1	Evil	Rotation	You may draw 1. May band to an Egyptian warrior, or you may discard a good Enhancement from a deck.	playerNDeck
Ki__Captain's_Sword_(Ki)	Captain's Sword	redemption/ki/Redemption-Ki-CaptainsSword.jpg	default	Good Enhancement	Good Enhancement	Ki	Kings	Silver	3	2	Weapon		Common	Joshua 5:13	Good		If holder is ever losing the battle by the numbers, holder may discard Captain's Sword to withdraw all Heroes unharmed from battle.	playerNDeck
FoM__098-Captive-Priest	Captive Priest	redemption/fom/Redemption-FoM-CaptivePriest.jpg	default	Hero	Hero	FoM	Fall of Man	Teal	2	4		Priest, Generic	Common	Judges 18:27	Good	Rotation	You may capture this Hero to opponent's Land of Bondage to take an idol and add your priest from hand, deck, territory or Reserve to battle.	playerNDeck
FoM__126-Captive-Princes	Captive Princes	redemption/fom/Redemption-FoM-CaptivePrinces.jpg	default	Hero/Evil Character	Hero	FoM	Fall of Man	Purple/Crimson	2	2		Generic, Royalty	Common	II Kings 20:18	Neutral	Rotation	You may capture this character to opponent's Land of Bondage to look at opponent's hand or Reserve add a human of matching brigade to battle.	playerNDeck
PoC__096-Capture-and-Seize	Capture and Seize	redemption/poc/Redemption-PoC-CaptureAndSeize.jpg	default	Good/Evil Enhancement	Good/Evil Enhancement	PoC	Prophecies of Christ	Green/Pale Green	-(5)	-(1)			Common	Isaiah 10:6	Neutral	Rotation	If Isaiah or an Assyrian is in play, capture an opposing character and take an Artifact.	playerNDeck
Pmo-P1__Captured_Ark_(Promo)	Captured Ark	redemption/pmo-p1/Redemption-PmoP1-CapturedArk.jpg	default	Curse	Curse	Pmo-P1	Promo	Crimson	1	5			Promo	I Samuel 4:22	Evil		Upon activation, each opponent must select one active Artifact in own territory and shuffle it back into their draw pile. Each shuffled Artifact is negated. May be used twice.	playerNDeck
FoM__114-Captured-Ark	Captured Ark (FoM)	redemption/fom/Redemption-FoM-CapturedArkFoM.jpg	default	Curse	Curse	FoM	Fall of Man	Crimson	1	5			Legacy Rare	I Samuel 4:22	Evil	Rotation	Each opponent must shuffle an active Artifact in their territory. Negate those Artifacts. Limit twice.	playerNDeck
RR__027-Captured-Ark	Captured Ark (Roots)	redemption/rr/Redemption-RR-CapturedArkRoots.jpg	default	Curse	Curse	RR	Roots	Black	1	5	Territory			I Samuel 4:22	Evil	Rotation	EE: Take an Artifact. / A: Negate and underdeck an Artifact controlled by each opponent.	playerNDeck
FoOF__Captured_by_Assyria_(FF)	Captured by Assyria	redemption/foof/Redemption-FoOF-CapturedByAssyria.jpg	default	Evil Enhancement	Evil Enhancement	FoOF	Faith of Our Fathers	Pale Green	2	2			Fixed	II Kings 17:6	Evil		Capture a human (or two humans if used by an Assyrian).	playerNDeck
LoC__LR51-Captured-by-Assyria	Captured by Assyria (LoC)	redemption/loc/Redemption-LoC-CapturedByAssyriaLoC.jpg	default	Evil Enhancement	Evil Enhancement	LoC	Lineage of Christ	Pale Green	2	2			Legacy Rare	II Kings 17:6	Evil	Rotation	Capture a human (or 2 humans if used by an Assyrian).	playerNDeck
FoM__133-Captured-Kinsmen	Captured Kinsmen	redemption/fom/Redemption-FoM-CapturedKinsmen.jpg	default	Hero	Hero	FoM	Fall of Man	Red	3	3	Warrior	Generic	Common	II Chronicles 28:10	Good	Rotation	You may capture this Hero to opponent's Land of Bondage to release another captured Hero, negate multi-brigade cards and add your red warrior to battle.	playerNDeck
RoA__Capturing_Canaan_(RA)	Capturing Canaan	redemption/roa/Redemption-RoA-CapturingCanaan.jpg	default	Good Enhancement	Good Enhancement	RoA	Rock of Ages	Gold/Red					Fixed	Judges 1:28	Good		Capture an evil human (or two if used by a Judge).	playerNDeck
FoM__112-Capturing-Canaan	Capturing Canaan (FoM)	redemption/fom/Redemption-FoM-CapturingCanaanFoM.jpg	default	Good Enhancement	Good Enhancement	FoM	Fall of Man	Gold/Red					Legacy Rare	Judges 1:28	Good	Rotation	Capture an evil human (or 2 if used by a judge).	playerNDeck
Pri__Carcasses_(Pi)	Carcasses	redemption/pri/Redemption-Pri-Carcasses.jpg	default	Curse	Curse	Pri	Priests	Black	1	5			Uncommon	Deuteronomy 28:26	Evil		If a warrior class Evil Character is in battle, discard abilities on evil Enhancements cannot be negated.  May be used for two rounds.	playerNDeck
PoC__046-Carcasses	Carcasses (PoC)	redemption/poc/Redemption-PoC-CarcassesPoC.jpg	default	Curse	Curse	PoC	Prophecies of Christ	Crimson	1	5			Common	Deuteronomy 28:26	Evil	Rotation	EE: Discard a human. Cannot be negated if it is a multi-brigade or dual icon card. ART: Take an animal from Reserve or banish a human from a discard pile.	playerNDeck
Wom__Carelessness_(Wo)	Carelessness	redemption/wom/Redemption-Wom-Carelessness.jpg	default	Evil Enhancement	Evil Enhancement	Wom	Women	Pale Green	0	6			Common	Isaiah 32:10	Evil		Holder may interrupt the battle and redirect special abilities of female Heroes and any enhancement cards played with female Heroes currently in the Field of Battle.	playerNDeck
Pri__Carried_into_Exile_(Pi)	Carried into Exile	redemption/pri/Redemption-Pri-CarriedIntoExile.jpg	default	Evil Enhancement	Evil Enhancement	Pri	Priests	Crimson					Common	II Kings 25:11	Evil		Capture a human (or two humans if used by a Babylonian).	playerNDeck
TPC__Cast_into_Lions_Den_(PC)	Cast into Lion's Den	redemption/tpc/Redemption-TPC-CastIntoLionsDen.jpg	default	Good/Evil Enhancement	Good/Evil Enhancement	TPC	Persecuted Church	White/Brown	3	3			Common	Daniel 6:24	Neutral	Rotation	Capture a character in battle. If used by a Daniel Hero or Persian, this ability gains regardless of protection	playerNDeck
10A__Cast_out_Demons_(H)	Cast out Demons	redemption/10a/Redemption-10A-CastOutDemons.jpg	default	Good Enhancement	Good Enhancement	10A	10th Anniversary	Purple	3	1			Deck	Matthew 8:16	Good		Discard a demon in play.	playerNDeck
Ap__Casting_Lots_(Ap)	Casting Lots (Ap)	redemption/ap/Redemption-Ap-CastingLotsAp.jpg	default	Evil Enhancement	Evil Enhancement	Ap	Apostles	Black					Ultra Rare	John 19:24	Evil		Pick one Artifact pile, turn face down and shuffle.  Replace Artifact pile.  Flip over top Artifact.  That Artifact is now active.  Effect of previous Artifact is negated.	playerNDeck
Di__Casting_Lots_(Di)	Casting Lots (Di)	redemption/di/Redemption-Di-CastingLotsDi.jpg	default	Evil Enhancement	Evil Enhancement	Di	Disciples	Gray	1	6	Territory		Fixed	John 19:24	Evil		Negate Artifacts.  Each opponent with less than 6 cards in hand may draw until he has 6. Discard a face-down Artifact or a random card from a hand.	playerNDeck
RR__197-Casting-Lots	Casting Lots (Roots)	redemption/rr/Redemption-RR-CastingLotsRoots.jpg	default	Evil Enhancement	Evil Enhancement	RR	Roots	Gray	1	6		Gospel		Matthew 27:35	Evil	Rotation	Discard a random card from opponent’s hand. Prevent the next good Enhancement played in battle.	playerNDeck
CoW__Casting_Stones_(CoW)	Casting Stones	redemption/cow/Redemption-CoW-CastingStones.jpg	default	Evil Enhancement	Evil Enhancement	CoW	Cloud of Witnesses	Brown	3	3			Common	Hebrews 12:20 (Exodus 19:13)	Evil	Rotation	nterrupt the battle. Reveal cards from the top of draw pile until 3 evil Enhancements are revealed: You may toss any number of revealed evil Enhancements, then shuffle the rest.	playerNDeck
CoW (AB)__CoW_AB_N110-Casting-Stones	Casting Stones (CoW AB)	redemption/cow-ab/Redemption-CoWAB-CastingStonesCoWAB.jpg	default	Evil Enhancement	Evil Enhancement	CoW (AB)	Cloud of Witnesses (Alternate Border)	Brown	3	3			Common	Hebrews 12:20 (Exodus 19:13)	Evil	Rotation	Interrupt the battle. Reveal cards from the top of draw pile until 3 evil Enhancements are revealed: You may toss any number of revealed evil Enhancements, then shuffle the rest.	playerNDeck
Pat__Centurion_(Pa)	Centurion	redemption/pat/Redemption-Pat-Centurion.jpg	default	Hero	Hero	Pat	Patriarchs	Red	7	6			Common	Matthew 27:54	Good			playerNDeck
TPC__Centurion_at_Jerusalem_(PC)	Centurion at Jerusalem	redemption/tpc/Redemption-TPC-CenturionAtJerusalem.jpg	default	Evil Character	Evil Character	TPC	Persecuted Church	Gray	7	6	Warrior	Roman Centurion, Generic	Common	Acts 22:25	Evil	Rotation	Negate characters (except Romans). You may transfer a captured character to a territory or exchange your Lost Soul with opponent's Lost Soul.	playerNDeck
Di__Centurion's_Proclamation_(Di)	Centurion's Proclamation	redemption/di/Redemption-Di-CenturionsProclamation.jpg	default	Good Enhancement	Good Enhancement	Di	Disciples	Red	2	2			Fixed	Matthew 27:54	Good		If used by a male Hero, interrupt the battle and capture a human Evil Character Character. Opponent may convert it to a Hero in any brigade instead.	playerNDeck
RR__074-Centurions-Proclamation	Centurion's Proclamation (Roots)	redemption/rr/Redemption-RR-CenturionsProclamationRoots.jpg	default	Good Enhancement	Good Enhancement	RR	Roots	Gold	5	2		Gospel		Matthew 27:54	Good	Rotation	If used by a N.T. Hero, interrupt the battle. Discard an evil card (except a human) or convert an evil human.	playerNDeck
2E__Chains_(CU)	Chains ( C)	redemption/2e/Redemption-2E-ChainsC.jpg	default	Evil Enhancement	Evil Enhancement	2E	2nd Edition	Gray					Deck	Jeremiah 52:11	Evil		Return any Hero in play to owner's hand.	playerNDeck
Main__Chains_(A)	Chains (A)	redemption/main/Redemption-Main-ChainsA.jpg	default	Evil Enhancement	Evil Enhancement	Main	Main	Gray					Rare	Jeremiah 52:11	Evil		Return any Hero to owner's hand.	playerNDeck
Main UL__Chains_(UL)	Chains (L)	redemption/main-ul/Redemption-MainUL-ChainsL.jpg	default	Evil Enhancement	Evil Enhancement	Main UL	Main Unlimited	Gray					Rare	Jeremiah 52:11	Evil		Return any Hero to owner's hand.	playerNDeck
Prp__Chaldeans_(Pr)	Chaldeans (Pr)	redemption/prp/Redemption-Prp-ChaldeansPr.jpg	default	Evil Character	Evil Character	Prp	Prophets	Gray	5	7			Uncommon	Daniel 4:7	Evil			playerNDeck
Pmo-P1__Chaldeans_(Promo)	Chaldeans (Promo)	redemption/pmo-p1/Redemption-PmoP1-ChaldeansPromo.jpg	default	Evil Character	Evil Character	Pmo-P1	Promo	Crimson/Pale Green	3	3		Babylonian, magician	Promo	Daniel 4:7	Evil		Negate and discard an Artifact unless it's owner has at least two characters in play with the same testament as the Artifact.	playerNDeck
AW__Chamber_of_Angels_(AW)	Chamber of Angels	redemption/aw/Redemption-AW-ChamberOfAngels.jpg	default	Fortress	Fortress	AW	Angel Wars					Holds any number of Angels	Rare	Revelation 4:8	Good		Set this fortress aside.  If holder's angel is being discarded, place it here instead. After two turns, return Hero to the top of your draw pile.	playerNDeck
GoC__026-Chamber-of-Angels-R	Chamber of Angels (GoC)	redemption/goc/Redemption-GoC-ChamberOfAngelsGoC.jpg	default	Fortress	Fortress	GoC	Gospel of Christ					[Plays to Set-Aside, Holds any # of angels] Gospel	Rare	Luke 20:36	Good	Rotation	If your angel is harmed or defeated, you may hold it here instead. While occupied, negate opponents' evil cards in territories.	playerNDeck
PoC__071-Chariot-of-Fire-R	Chariot of Fire	redemption/poc/Redemption-PoC-ChariotOfFire.jpg	default	Dominant	Dominant	PoC	Prophecies of Christ					May not be included in a deck with the Son of God Dominant	Rare	II Kings 2:11	Good	Rotation	Rescue your good O.T. human prophet. If opponent's blocking character is not opposed, you may add Elisha from deck, discard pile or Reserve to battle.	playerNDeck
Pmo-P1__Chariot_of_Fire_(Promo)	Chariot of Fire (Promo)	redemption/pmo-p1/Redemption-PmoP1-ChariotOfFirePromo.jpg	default	Artifact	Artifact	Pmo-P1	Promo						Promo	II Kings 2:11	Neutral		Following your rescue attempt, return all Heroes in your discard pile to your draw pile.  Shuffle draw pile.	playerNDeck
RR__003-Chariot-of-Fire	Chariot of Fire (Roots)	redemption/rr/Redemption-RR-ChariotOfFireRoots.jpg	default	Artifact	Artifact	RR	Roots							II Kings 2:11	Neutral	Rotation	Shuffle all Heroes from discard pile.	playerNDeck
War__Chariot_of_Fire_(Wa)	Chariot of Fire (Wa)	redemption/war/Redemption-War-ChariotOfFireWa.jpg	default	Artifact	Artifact	War	Warriors						Uncommon	II Kings 2:11	Neutral		Following your rescue attempt, return all Heroes in your discard pile to your draw pile.  Shuffle draw pile.	playerNDeck
LoC__LoC_192-Charioteers-of-Seir	Charioteers of Seir (LoC)	redemption/loc/Redemption-LoC-CharioteersOfSeirLoC.jpg	default	Evil Character	Evil Character	LoC	Lineage of Christ	Crimson	9	9	Warrior	Generic, Edomite	Common	II Kings 8:21	Evil	Rotation	You may banish a good Enhancement. If opponent has used a draw or search ability this turn, you may play an evil O.T. Enhancement. Cannot be prevented.	playerNDeck
Main__Chariots_of_Iron_(UL)	Chariots of Iron (L)	redemption/main/Redemption-Main-ChariotsOfIronL.jpg	default	Evil Enhancement	Evil Enhancement	Main	Main	Crimson	2	2			Common	Judges 1:19	Evil			playerNDeck
Main UL__Chariots_of_Iron_(UL)	Chariots of Iron (UL)	redemption/main-ul/Redemption-MainUL-ChariotsOfIronUL.jpg	default	Evil Enhancement	Evil Enhancement	Main UL	Main Unlimited	Crimson	2	2			Common	Judges 1:19	Evil			playerNDeck
Ki__Chariots_of_the_Sun_(Ki)	Chariots of the Sun (Ki)	redemption/ki/Redemption-Ki-ChariotsOfTheSunKi.jpg	default	Evil Enhancement	Evil Enhancement	Ki	Kings	Pale Green	2	2	Weapon		Common	II Kings 23:11	Evil		Holder may place this card on any Solomon's Temple.  While Chariots of the Sun is there, Glory of the Lord does not protect that Fortress and no Artifact may be there.  Return any Artifact there to Artifact pile.  Discard this card if Huldah enters battle.	playerNDeck
